Insee (Synthese!Insee);An Obs;Cd Ref;Nb Obs
80228;2016;4187;11
80228;2015;608405;11
80332;2011;184804;11
80713;2020;4583;11
80806;2009;4582;11
80333;2012;2559;11
80633;1994;113221;11
80228;2022;4001;11
80688;2013;114589;11
80713;2009;2750;11
80713;1998;974;11
80228;2001;3112;11
80713;2020;4603;11
80228;2003;3070;11
80830;2012;4342;11
80486;2020;85904;11
80713;2015;4516;11
80333;1997;1991;11
80600;2012;4172;11
80228;2013;3070;11
80713;2011;1958;11
80600;2021;836246;11
80806;1999;4187;11
80633;2013;3807;11
80713;2013;119991;11
80806;2004;4172;11
80830;2013;4142;11
80713;1997;534750;11
80149;2018;3764;11
80228;2009;4507;11
80222;2021;89200;11
80228;2018;2517;11
80600;2012;4212;11
80806;2008;718348;11
80333;2004;2586;11
80713;2022;3774;11
80333;2007;2767;11
80713;2009;2594;11
80688;2017;96534;11
80228;2016;4280;11
80713;2016;2895;11
80633;2011;4252;11
80688;2012;3187;11
80333;2017;444436;11
80688;2019;3978;11
80633;2004;4195;11
80688;2008;4657;11
80025;2021;101286;11
80333;2005;534748;11
80688;2014;4257;11
80713;2022;103772;11
80806;2008;4659;11
80600;1994;116392;11
80713;1998;4151;11
80649;2017;3696;11
80808;2021;4035;11
80713;1998;4516;11
80633;2012;125024;11
80635;2020;198226;11
80713;2018;3140;11
80806;2011;4172;11
80713;2017;2576;11
80713;2004;974;11
80635;2017;140321;11
80600;2012;199425;11
80222;2008;119550;11
80486;2008;108027;11
80713;2019;3343;11
80713;2006;2767;11
80688;2008;4001;11
80649;2020;4516;11
80713;2019;3206;11
80713;2014;2522;11
80633;2005;4187;11
80713;2010;2576;11
80688;2018;612513;11
80713;2001;3187;11
80109;2006;67550;11
80713;2010;2706;11
80713;2001;3696;11
80600;2012;1958;11
80713;2015;3424;11
80806;2013;4151;11
80635;2017;116903;11
80600;2014;4151;11
80713;2015;4013;11
80333;2004;3362;11
80333;1998;2571;11
80228;1994;190355;11
80344;2022;3978;11
80713;1997;138136;11
80713;2013;4619;11
80333;2000;3371;11
80713;2020;3791;11
80333;1998;530157;11
80713;2011;4525;11
80332;1994;94273;11
80333;2009;117025;11
80649;2020;4503;11
80649;2017;4252;11
80808;2021;61357;11
80806;1999;3036;11
80600;2017;4187;11
80830;2014;4280;11
80222;2008;96271;11
80713;2012;4507;11
80688;2006;3978;11
80649;2022;3424;11
80808;2018;4525;11
80713;2006;3978;11
80806;2016;534742;11
80713;2001;2497;11
80688;2013;2440;11
80713;2010;2750;11
80333;2010;4657;11
80713;2022;4254;11
80600;2016;117590;11
80228;2011;88949;11
80713;2013;2563;11
80806;2004;4192;11
80600;2022;2706;11
80228;2017;4151;11
80600;2007;4195;11
80688;2013;4280;11
80713;2020;117530;11
80333;1996;2706;11
80228;2009;4117;11
80228;2016;3978;11
80713;2021;3003;11
80808;2020;135306;11
80806;2018;534742;11
80713;2023;1952;11
80688;2015;99529;11
80713;2009;4342;11
80713;2004;2808;11
80333;2002;2543;11
80713;2010;2669;11
80222;2008;134346;11
80228;2019;4187;11
80633;1994;109869;11
80808;2021;3978;11
80600;2010;113260;11
80806;2013;4129;11
80713;2016;94273;11
80806;2021;2543;11
80333;2000;3206;11
80228;2022;4280;11
80600;2021;4151;11
80688;1977;1991;11
80228;2017;4254;11
80713;2022;2473;11
80635;2017;117201;11
80649;1994;95922;11
80228;2018;3070;11
80808;2021;3482;11
80830;2017;2895;11
80713;2002;2563;11
80333;2009;4117;11
80806;2009;88344;11
80806;2009;534752;11
80030;2020;3420;11
80333;2000;2741;11
80713;2017;4013;11
80688;2016;3070;11
80688;2020;83160;11
80228;1997;444440;11
80649;2013;4212;11
80713;2021;608405;10
80806;2001;65145;10
80713;1994;65219;10
80713;2001;65344;10
80713;2003;65155;10
80713;2015;61057;10
80806;2005;65456;10
80806;2003;65473;10
80333;2011;64135;10
80580;2003;65131;10
80806;2002;65101;10
80600;1994;65109;10
80303;2010;64035;10
80806;2003;65344;10
80713;2022;53595;10
80600;2010;162935;10
80713;2003;65199;10
80333;2009;64144;10
80713;1994;65322;10
80713;2020;3978;10
80649;2012;92614;10
80222;2008;103057;10
80635;2017;88569;10
80635;2008;126124;10
80228;2016;2497;10
80713;2013;4342;10
80228;2012;3424;10
80713;2012;2576;10
80228;2014;1958;10
80713;2006;4308;10
80713;2020;2881;10
80806;2020;119991;10
80713;1997;889056;10
80713;2008;3106;10
80633;2019;108027;10
80713;2021;3165;10
80649;2019;4474;10
80808;2020;112355;10
80713;2023;4151;10
80713;1998;3676;10
80598;2017;3302;10
80333;2005;2440;10
80633;2019;107085;10
80713;2000;2770;10
80692;2017;4564;10
80688;1994;133721;10
80713;2020;96180;10
80713;2013;2808;10
80713;2021;3140;10
80333;2005;1952;10
80600;2013;2741;10
80633;2008;4117;10
80713;2008;199425;10
80333;1993;115258;10
80713;1981;2543;10
80806;2015;3978;10
80633;1994;107117;10
80600;2023;2517;10
80633;1994;101221;10
80649;2021;3603;10
80333;2014;435912;10
80806;1999;4023;10
80222;2021;4280;10
80600;1994;106918;10
80228;2008;3424;10
80808;2020;133219;10
80228;2014;4657;10
80228;2014;2543;10
80109;2014;3676;10
80496;2022;4564;10
80580;2007;85798;10
80830;2018;4625;10
80688;1994;113525;10
80030;2020;2878;10
80228;2013;3696;10
80228;2017;3696;10
80713;2019;3140;10
80633;2020;5494;10
80713;1998;2734;10
80025;1984;96226;10
80713;1995;152226;10
80087;2012;2767;10
80713;2005;2623;10
80713;2013;2576;10
80713;2011;1973;10
80228;2017;3439;10
80713;2012;4619;10
80633;1994;82922;10
80333;2001;2543;10
80228;2022;103734;10
80688;2015;99721;10
80688;2010;4129;10
80228;2018;3302;10
80649;2006;124034;10
80808;2020;113893;10
80649;2019;3741;10
80486;2008;192690;10
80635;2020;80990;10
80713;2015;3371;10
80228;2015;1991;10
80228;2008;3967;10
80808;2018;103514;10
80713;1997;106719;10
80713;2019;2938;10
80713;2000;2816;10
80713;2010;977;10
80688;2014;4280;10
80713;2001;2563;10
80830;2012;4142;10
80713;2013;2895;10
80713;2013;2767;10
80228;2017;4117;10
80649;2017;3187;10
80713;2015;4027;10
80228;2019;4257;10
80228;2009;4474;10
80025;2017;259;10
80580;2007;91382;10
80830;2013;4568;10
80713;2012;530157;10
80633;2022;889047;10
80713;2021;4568;10
80806;2010;4172;10
80635;2020;131693;10
80222;2008;718362;10
80025;2022;80322;10
80713;2010;2497;10
80713;1998;4064;10
80713;2017;4137;10
80633;1994;113893;10
80228;2019;3424;10
80713;2021;3551;10
80633;2013;351;10
80713;2021;836222;10
80600;2022;3059;10
80600;1994;88478;10
80830;2015;4257;10
80600;2019;2497;10
80333;1998;3362;10
80486;2008;88624;10
80688;1994;718377;10
80228;2009;530157;10
80713;2023;65219;10
80222;2008;116043;10
80688;2011;3774;10
80713;2016;4474;10
80713;1997;196467;10
80228;2022;2623;10
80228;2000;1973;10
80228;2007;1972;10
80486;2020;107038;10
80633;2016;931968;10
80688;2011;85486;10
80228;2020;2489;10
80688;2019;4257;10
80228;2021;4117;10
80688;1989;99721;10
80333;2020;4117;10
80688;2008;3424;10
80688;2017;3070;10
80713;2011;4142;10
80688;1989;115470;10
80333;2014;130005;10
80333;2021;4117;10
80806;2004;4129;10
80600;1994;109419;10
80600;2001;2767;10
80713;2005;3978;10
80713;1974;3059;10
80222;2021;3967;10
80333;2008;2586;10
80600;2001;3187;10
80649;2020;73574;10
80030;2020;3465;10
80688;2010;4001;10
80030;2020;3297;10
80333;2000;3112;10
80713;2012;2594;10
80228;2022;118477;10
80228;2012;3943;10
80030;2001;2440;10
80806;2017;54818;10
80688;2007;4001;10
80649;2021;530157;10
80806;2001;4669;10
80713;2015;3726;10
80333;2016;4013;10
80332;1994;108027;10
80830;2017;4503;10
80688;1966;109750;10
80688;2017;931968;10
80087;2017;4564;10
80600;2013;1958;10
80713;1997;3741;10
80228;2022;889047;10
80713;2015;3741;10
80713;2021;103772;10
80228;2022;2517;10
80713;2008;3293;10
80030;2008;4280;10
80633;2011;121581;10
80713;2021;3195;10
80486;2008;134346;10
80600;2021;3059;10
80713;2018;4583;10
80228;2021;627745;10
80333;2019;444431;10
80333;2004;3192;10
80713;2013;2715;10
80333;2009;4289;10
80713;2021;534748;10
80222;2008;86305;10
80333;1999;4064;10
80598;2021;4525;10
80333;2002;3362;10
80496;2022;4117;10
80713;2013;4657;10
80713;2000;3297;10
80635;2017;113893;10
80228;2022;3116;10
80808;2018;534742;10
80713;2012;4474;10
80228;2011;103142;10
80806;2003;3676;10
80806;2000;4023;10
80806;2003;3967;10
80228;2012;4466;10
80713;2005;4280;10
80649;2019;3696;10
80830;2015;4142;10
80806;2005;4657;10
80222;2011;189947;10
80808;2020;113904;10
80713;2019;4137;10
80692;2018;4117;10
80713;2018;61057;10
80713;2023;3676;10
80649;2021;3941;10
80222;2008;124034;10
80688;2008;3978;10
80333;1997;3311;10
80228;2006;530157;10
80600;1994;100398;10
80228;2014;3696;10
80222;2008;119585;10
80713;2006;3967;10
80713;1997;4280;10
80688;2011;95889;10
80600;2011;4669;10
80713;2013;189947;10
80688;2022;4117;10
80713;2021;971;10
80688;2016;73533;10
80228;2017;965;10
80688;2022;4525;10
80688;2005;3774;10
80713;2010;2489;10
80109;2017;3676;10
80600;1999;4027;10
80333;2014;444430;10
80222;2008;98865;10
80228;2020;3187;10
80333;2022;105966;10
80688;2008;3774;10
80713;2008;836203;10
80333;1997;1952;10
80222;1988;88792;10
80808;2021;3518;10
80713;2018;2568;10
80228;2022;1998;10
80333;2010;4289;10
80688;2020;108027;10
80713;2001;1998;10
80030;2008;4023;10
80713;1997;103142;10
80030;2020;2603;10
80149;2018;3967;10
80303;1994;88569;10
80228;2008;3106;10
80713;2002;2594;10
80713;1998;3688;10
80713;2020;199312;10
80806;2000;281;10
80030;2019;3696;10
80808;2018;84112;10
80600;2021;889047;10
80228;1994;117025;10
80598;2021;4001;10
80806;2019;139802;10
80688;1987;4187;10
80149;2020;4001;10
80713;1997;2720;10
80633;2014;108345;10
80713;1980;60811;10
80649;1994;121960;10
80025;2020;118477;10
80333;2002;2794;10
80713;2020;3465;10
80228;2009;4001;10
80713;2010;4583;10
80806;2000;444440;10
80713;2007;4254;10
80713;2004;3192;10
80649;2021;4516;10
80713;2023;3696;10
80713;2023;4342;10
80713;2011;3036;10
80713;1997;4619;10
80713;2002;3187;10
80600;2016;3187;10
80030;2020;3551;10
80688;2013;4129;10
80713;2009;3161;10
80688;2016;75093;10
80713;2022;113260;10
80713;2018;3429;10
80806;2017;248998;10
80649;2012;138634;10
80228;2014;459628;10
80486;2020;141499;10
80333;2011;351;10
80600;2016;86124;10
80713;2010;1973;10
80665;2020;107117;10
80713;2004;4252;10
80713;1982;836222;10
80713;2020;459478;10
80633;2012;101286;10
80228;2021;3059;10
80806;2000;4280;10
80713;1995;113842;10
80713;2020;2938;10
80688;1994;159536;10
80222;2011;192310;10
80830;2016;2623;10
80118;2013;113221;10
80333;2011;85486;10
80228;2008;2586;10
80333;2013;434242;10
80600;2015;4184;10
80688;2005;4129;10
80713;2005;4289;10
80333;2009;4257;10
80333;2017;115258;10
80600;2020;4151;10
80688;1989;718362;10
80167;2018;3297;10
80633;2013;4280;10
80633;1994;91289;10
80228;2015;3429;10
80649;2021;889047;10
80600;2010;109419;10
80633;1994;106499;10
80713;2011;2576;10
80713;2013;2770;10
80713;2005;2543;10
80228;2017;2497;10
80713;1997;2679;10
80692;2018;3297;10
80713;1974;530157;10
80486;2015;93936;10
80228;2015;977;10
80228;1997;2706;10
80649;2022;4117;10
80713;2017;889047;10
80713;2016;70554;10
80713;2008;3192;10
80633;2016;101223;10
80333;2007;3165;10
80665;2016;94273;10
80600;2021;3112;10
80333;1999;3943;10
80688;1989;192551;10
80333;2006;2440;10
80806;2014;534752;10
80688;2022;4001;10
80303;1994;117201;10
80333;2005;3371;10
80806;2019;109419;10
80688;1989;130953;10
80806;2004;3571;10
80713;2009;2767;10
80688;2015;783399;10
80713;2022;2481;10
80713;2008;2911;10
80713;1998;4342;10
80649;2012;444431;10
80109;2015;4503;10
80713;2009;4603;10
80228;2021;120824;10
80486;2009;88752;10
80633;2007;92353;10
80713;2020;88921;10
80228;2016;965;10
80228;1994;94273;10
80228;2016;3059;10
80713;2009;2901;10
80600;2009;96534;10
80333;1998;3293;10
80600;1994;88720;10
80713;2022;115110;10
80333;2022;97145;10
80713;1976;1973;10
80806;2003;3978;10
80228;2018;3187;10
80486;2012;88840;10
80633;1994;718310;10
80600;2007;4669;10
80228;2011;281;10
80713;2021;459638;10
80713;2015;2770;10
80713;1972;2543;10
80713;2011;4013;10
80713;2017;627092;10
80633;1994;88720;10
80222;2008;135306;10
80713;2011;64239;10
80633;1994;192690;10
80688;2008;3429;10
80713;2018;4525;10
80688;2017;73558;10
80713;2000;444431;10
80713;2016;3036;10
80713;2016;3791;10
80228;2011;133675;10
80486;2011;88840;10
80713;2014;98072;10
80692;2019;534742;10
80228;2018;4252;10
80333;1997;1958;10
80713;1997;2844;10
80600;2009;104101;10
80713;2012;4466;10
80713;1998;3726;10
80713;1965;612416;10
80637;2022;2517;10
80333;1993;109881;10
80649;2021;534742;10
80025;2021;717161;10
80713;2006;1966;10
80713;2012;107085;10
80713;2022;4049;10
80692;2017;534742;10
80025;2022;717161;10
80333;2013;139;10
80688;2009;4280;10
80649;1994;88578;10
80222;2021;534742;10
80713;1975;61714;10
80688;1982;4129;10
80713;2005;4151;10
80333;2004;142409;10
80688;2014;115258;10
80713;2011;4040;10
80713;1998;2895;10
80600;2016;2669;10
80688;2018;3611;10
80806;2016;3036;10
80713;2015;1984;10
80806;2019;3036;10
80486;2018;65109;4
80688;2018;238460;4
80633;2009;163128;4
80713;1998;65262;4
80637;2014;65109;4
80713;2014;53741;4
80649;2011;66121;4
80713;1998;65155;4
80713;2014;459325;4
80497;2022;239133;4
80327;2021;53741;4
80688;2010;163019;4
80808;2021;54451;4
80633;2009;64137;4
80371;2021;65889;4
80332;2015;11165;4
80637;2010;521613;4
80649;2011;219833;4
80580;2006;65227;4
80087;2016;459325;4
80806;2002;653281;4
80806;1999;65141;4
80806;2006;53724;4
80806;2014;249823;4
80333;1998;66121;4
80713;2011;163093;4
80806;2004;53747;4
80806;2004;53754;4
80713;2002;65131;4
80580;2006;65322;4
80665;2010;163103;4
80713;2021;53747;4
80327;2021;18829;4
80333;1997;65300;4
80665;2010;162935;4
80333;1997;65473;4
80804;2017;66088;4
80497;2022;608364;4
80649;2017;11173;4
80133;2021;237061;4
80806;1999;65101;4
80806;2014;65473;4
80633;1994;65473;4
80486;2018;11165;4
80649;1999;65199;4
80030;2012;653281;4
80806;2005;65155;4
80228;2018;11165;4
80580;1999;65101;4
80806;2005;65473;4
80806;1999;65227;4
80713;2017;53741;4
80649;2016;249823;4
80713;2011;53391;4
80580;2001;65300;4
80497;2022;459325;4
80637;2010;62188;4
80303;2010;163008;4
80486;2008;65145;4
80600;2010;64182;4
80333;2010;837869;4
80649;1997;65344;4
80804;2017;53307;4
80327;2021;219831;4
80497;2022;53724;4
80806;2000;65265;4
80713;2021;65155;4
80327;2021;239133;4
80371;2021;608364;4
80030;2022;608364;4
80327;2021;11165;4
80580;2004;837869;4
80497;2022;608405;4
80109;2011;53595;4
80631;2004;65109;4
80688;2010;62189;4
80806;2004;219833;4
80804;2017;913804;4
80222;2011;219799;4
80649;2017;239117;4
80222;2021;53595;4
80713;2014;65344;4
80688;2018;54854;4
80580;2006;65473;4
80806;2006;65440;4
80806;2006;65487;4
80222;2010;219833;4
80649;2018;11173;4
80633;2009;64205;4
80633;1994;65141;4
80548;2019;11165;4
80806;2003;247058;4
80486;2018;54417;4
80109;2012;53741;4
80580;2004;65109;4
80133;2021;18820;4
80688;2010;62188;4
80580;2006;65145;4
80333;2009;163128;4
80333;2004;64140;4
80649;2016;248887;4
80333;2017;4289;4
80600;2022;1958;4
80688;2017;108027;4
80600;2019;4129;4
80637;2011;95933;4
80600;2022;1991;4
80713;2015;3039;4
80331;2018;3297;4
80600;2020;2767;4
80713;2004;3726;4
80713;1995;99373;4
80486;2008;106918;4
80649;2006;100310;4
80030;2020;4319;4
80333;2014;73574;4
80649;2020;627745;4
80222;1991;139468;4
80649;2011;4064;4
80713;1980;1991;4
80087;2017;3978;4
80228;2006;3424;4
80637;2022;530157;4
80688;2001;351;4
80713;2002;2543;4
80222;2011;184888;4
80333;2015;351;4
80025;2007;92217;4
80228;2022;3106;4
80333;2005;3343;4
80228;1999;534748;4
80087;2020;121999;4
80332;2018;88468;4
80598;2022;4516;4
80633;2020;5476;4
80009;2018;3297;4
80600;2014;2603;4
80598;2019;3967;4
80087;2017;249521;4
80222;2010;3611;4
80228;1865;101223;4
80688;2020;88477;4
80244;2007;109091;4
80688;2022;4583;4
80637;2012;1972;4
80637;2021;4280;4
80228;2021;4571;4
80333;2018;3302;4
80633;2010;1966;4
80688;1989;125295;4
80830;2021;4582;4
80580;2017;87476;4
80649;2016;249293;4
80149;2016;3551;4
80713;2017;115237;4
80806;2016;75093;4
80228;2021;4142;4
80600;2013;3571;4
80333;2008;3967;4
80331;2010;2559;4
80303;2020;3424;4
80228;1872;2584;4
80713;2014;105870;4
80333;2001;3243;4
80713;2002;2576;4
80649;2018;128114;4
80600;1999;444430;4
80600;2021;3116;4
80087;2012;2706;4
80332;1994;137914;4
80649;2019;95927;4
80149;2022;114416;4
80600;2021;2878;4
80713;2005;2481;4
80713;2011;2603;4
80303;1994;129000;4
80808;2021;108351;4
80222;2022;4503;4
80222;2006;3865;4
80333;2006;121581;4
80688;2021;3603;4
80649;2021;3741;4
80808;2018;61714;4
80713;2007;2497;4
80222;2013;88775;4
80228;2015;3688;4
80109;2021;2989;4
80688;2009;113260;4
80580;2015;3003;4
80806;2006;2543;4
80713;2017;281;4
80649;2010;2801;4
80808;2021;99233;4
80222;2005;99373;4
80713;2018;3388;4
80713;2013;2911;4
80713;2022;86828;4
80688;2018;3302;4
80333;2004;2901;4
80637;2009;141499;4
80486;2017;4151;4
80688;2015;100387;4
80249;2006;2669;4
80716;2017;4129;4
80713;1995;141304;4
80600;2011;977;4
80808;2021;95671;4
80333;2017;95136;4
80649;2010;4583;4
80333;1996;1952;4
80688;2013;4023;4
80149;2020;2895;4
80222;1977;89579;4
80688;2015;5892;4
80486;2008;104173;4
80580;2009;3070;4
80637;2005;112355;4
80688;2011;106419;4
80228;2012;60811;4
80600;2017;3302;4
80222;2008;125238;4
80649;2018;117590;4
80649;2022;97145;4
80713;2001;259;4
80716;2013;4564;4
80332;2013;3003;4
80649;2018;127230;4
80806;2002;126615;4
80222;2022;4257;4
80806;2017;248871;4
80149;2021;3611;4
80808;2009;2559;4
80649;2018;2506;4
80633;2008;3424;4
80118;2022;107117;4
80808;2021;952124;4
80303;1994;101221;4
80808;2021;103316;4
80688;2021;3070;4
80713;2016;60776;4
80222;2021;200637;4
80688;2014;74353;4
80333;2004;4151;4
80228;2015;3311;4
80688;2015;4802;4
80333;2004;4064;4
80649;2018;115258;4
80222;2021;4308;4
80333;2002;3112;4
80333;2007;3206;4
80600;1995;814245;4
80713;2000;444440;4
80649;2014;88752;4
80333;2016;4280;4
80688;2000;977;4
80118;2022;138682;4
80649;1994;194847;4
80633;2020;3059;4
80649;2006;145374;4
80713;2021;115145;4
80713;2006;3943;4
80600;2018;1958;4
80600;2012;2603;4
80688;2014;119509;4
80333;2005;3192;4
80303;2020;4117;4
80713;2001;3036;4
80333;2006;3676;4
80486;1992;69350;4
80633;2011;4129;4
80806;2003;105441;4
80333;2013;2989;4
80332;2022;3791;4
80222;1988;97947;4
80228;2005;1972;4
80332;2018;120732;4
80133;2021;3941;4
80109;2015;3003;4
80222;2012;89200;4
80806;2021;4289;4
80149;2016;3978;4
80713;2016;249843;4
80228;2001;60811;4
80333;2006;126034;4
80333;2020;2706;4
80109;1999;444430;4
80716;2017;3774;4
80303;2018;109881;4
80713;2010;4040;4
80228;2014;60015;4
80149;2020;4516;4
80333;1999;2895;4
80580;2009;4195;4
80486;2011;85904;4
80333;2006;3187;4
80486;2010;126124;4
80486;2008;717533;4
80486;2011;121555;4
80149;2017;2506;4
80806;2003;3723;4
80688;2018;249074;4
80244;2007;107117;4
80713;1995;119471;4
80333;2017;3465;4
80087;2019;3764;4
80228;2022;534742;4
80333;1994;718362;4
80590;2007;108361;4
80633;1994;117096;4
80228;1999;530157;4
80244;2007;98717;4
80806;1999;103142;4
80633;2006;100304;4
80333;2000;3388;4
80333;2020;4001;4
80228;2006;101223;4
80688;2017;88720;4
80806;1999;105433;4
80200;2018;80759;4
80713;1991;79278;4
80228;2019;3206;4
80806;2001;3059;4
80590;2007;98865;4
80333;2012;106419;4
80332;2007;138634;4
80244;2007;98921;4
80600;2023;3726;4
80665;2005;5093;4
80713;1995;93023;4
80635;2018;152226;4
80222;2012;534742;4
80087;2017;248363;4
