Insee (Pheno!Mois!Insee);Mois Obs;CD REF (pheno!mois!insee);Nb Donnees
80344;11;238490;1
80371;8;65889;1
80221;8;239111;2
80422;8;51847;1
80486;2;64629;1
80598;3;51710;1
80332;7;239111;2
80030;3;239130;1
80815;6;249202;1
80133;8;11157;2
80133;9;237938;1
80600;6;65145;4
80332;10;237925;1
80806;5;249198;1
80333;7;241085;7
80333;7;65877;5
80637;6;65278;4
80371;6;222280;1
80496;6;53754;4
80244;1;65262;1
80149;1;239134;1
80637;7;65155;6
80422;8;237938;1
80580;1;497;2
80496;8;238489;1
80688;4;11173;1
80371;5;459325;1
80631;9;239131;1
80548;10;239134;1
80332;8;53668;2
80688;7;11165;1
80374;7;238460;1
80332;5;54451;2
80374;7;11136;1
80332;6;11145;2
80344;9;249639;1
80147;8;521494;1
80804;8;65740;2
80371;6;241138;1
80332;3;64177;2
80333;2;54417;3
80222;7;65932;4
80422;3;51677;1
80600;7;65262;1
80815;10;65861;1
80025;8;237925;1
80025;8;51647;2
80633;5;54540;1
80665;9;51508;1
80087;8;249198;2
80087;7;1574;1
80713;10;65192;2
80688;5;249198;1
80665;7;65109;2
80030;5;199863;1
80133;11;237739;1
80422;9;238239;1
80228;7;11131;1
80248;10;249745;1
80228;5;238310;1
80371;11;163029;1
80030;9;608364;1
80649;5;65636;1
80149;9;61678;1
80637;5;65141;6
80133;6;51619;1
80486;6;608364;1
80649;9;11157;1
80688;7;64177;2
80633;8;159442;1
80806;8;249156;1
80637;6;239131;1
80486;6;238460;1
80806;1;53759;3
80228;10;249746;1
80228;9;51637;1
80692;5;237372;1
80222;10;241138;1
80688;7;18829;1
80222;10;38156;2
80333;4;163103;2
80580;6;54854;1
80149;6;239133;1
80087;10;238495;1
80228;9;54342;1
80303;7;51847;2
80332;3;62032;2
80109;8;608364;2
80600;6;65141;1
80486;5;65155;1
80222;10;11168;1
80548;7;51786;1
80147;8;11165;1
80109;10;11165;1
80200;9;11165;2
80303;5;11568;1
80222;9;163387;1
80030;10;11165;2
80486;9;163019;1
80477;5;51610;1
80333;8;53741;16
80580;4;53741;1
80600;8;238460;2
80332;6;837869;3
80332;7;53759;1
80637;7;11157;1
80486;1;53747;2
80200;5;459325;1
80030;4;65262;1
80333;6;65192;1
80713;4;433590;1
80332;8;238492;1
80200;8;249202;1
80009;10;11152;1
80333;6;65322;7
80244;6;65300;2
80371;7;239111;1
80228;10;11173;1
80600;8;51658;1
80244;6;238460;1
80808;10;65344;2
80371;8;239134;2
80806;1;65145;13
80333;10;11145;1
80808;5;54417;2
80486;8;641941;1
80009;5;12176;1
80713;10;219490;1
80713;7;238480;1
80333;7;65344;1
80665;7;237784;1
80222;11;11165;1
80808;3;11157;1
80228;3;11165;1
80806;7;247054;1
80649;5;239117;4
80665;1;163068;2
80250;6;29704;1
80665;8;608405;2
80713;8;11133;4
80396;10;459325;1
80649;5;459325;1
80649;11;60731;1
80688;10;39279;1
80332;6;53668;4
80713;8;241085;1
80303;6;18820;6
80030;7;219831;2
80167;5;11157;2
80222;10;1043522;1
80497;7;219833;1
80631;4;11173;1
80649;7;65109;7
80422;3;11173;1
80333;5;11568;1
80637;7;65322;4
80222;8;65451;2
80133;4;54417;1
80396;8;11157;1
80637;9;239134;1
80548;9;61678;1
80688;7;608364;2
80830;8;237938;1
80030;6;65131;1
80633;8;65165;1
80030;8;65774;1
80477;5;239133;1
80222;4;53741;1
80109;6;249151;1
80665;8;248853;1
80713;3;237938;1
80497;3;18761;1
80713;6;65265;1
80087;7;11152;1
80665;8;653281;1
80486;7;11136;1
80497;6;64260;1
80665;7;249385;1
80649;7;54854;2
80244;8;51658;1
80200;5;64260;1
80087;7;163387;2
80833;7;51615;1
80806;4;65415;4
80815;8;239111;1
80716;4;54417;2
80486;9;249156;1
80497;6;53700;1
80222;7;249152;1
80649;6;65415;1
80222;8;51658;1
80548;8;239130;1
80087;8;433590;1
80830;8;238090;1
80486;8;459325;2
80635;7;219740;1
80806;4;53741;1
80713;6;241421;1
80806;9;53759;2
80333;5;239523;1
80649;4;234481;1
80303;4;54451;1
80580;7;53747;1
80815;6;459325;3
80537;8;53759;1
80806;9;65344;8
80149;2;239134;1
80580;7;219741;1
80332;1;65101;1
80228;6;239054;1
80804;9;65613;3
80221;9;18820;1
80371;9;219831;1
80303;7;65300;4
80486;8;239111;1
80248;7;1597;1
80598;2;223080;1
80222;4;241421;1
80371;6;238350;1
80496;6;53668;1
80496;3;219833;1
80333;9;53595;4
80806;1;653281;13
80665;10;239133;1
80600;8;653286;1
80808;8;239111;1
80502;8;238460;1
80200;8;238310;1
80087;10;11145;1
80713;6;244657;1
80332;7;51794;2
80087;8;608405;1
80025;3;11157;1
80815;3;11157;1
80332;5;54279;1
80496;7;66114;1
80633;10;53754;1
80665;6;65774;1
80221;8;11152;1
80633;6;647027;2
80637;12;11165;2
80806;6;65487;1
80333;7;238326;5
80147;5;53741;1
80688;11;37057;1
80222;8;249820;1
80200;8;249156;1
80200;8;238233;1
80327;10;53741;1
80333;6;11571;1
80713;5;53973;2
80548;8;239128;2
80222;10;64859;2
80087;4;65145;1
80806;10;249649;1
80713;6;219799;3
80486;5;64104;2
80649;4;237925;1
80331;6;239133;1
80580;1;65300;9
80030;5;53623;1
80580;1;65199;7
80248;4;51613;1
80025;4;11202;1
80806;3;608364;2
80649;9;913804;1
80598;2;239117;1
80649;7;219833;3
80649;7;65278;6
80133;10;238239;1
80333;4;64144;10
80649;8;65891;1
80087;8;65613;1
80249;5;54052;1
80109;7;53668;2
80713;5;53747;2
80713;3;53741;4
80649;4;234456;1
80327;9;248853;1
80665;6;219833;1
80333;1;64253;2
80250;1;11197;1
80713;10;163387;2
80222;9;64247;1
80486;1;65278;1
80815;10;65991;1
80030;8;239130;1
80548;8;65891;2
80497;10;237925;1
80290;7;64177;1
80486;7;239134;1
80290;6;65262;1
80030;5;222268;1
80806;6;248853;2
80332;8;51637;1
80371;5;237938;1
80713;10;61057;13
80250;11;520743;1
80133;11;459325;1
80815;9;11165;1
80333;7;219833;2
80665;2;239133;2
80281;8;53741;1
80333;12;11173;1
80633;5;249204;1
80635;3;11197;1
80303;6;237051;3
80635;8;11202;1
80713;8;65300;16
80228;4;54307;1
80422;7;11157;1
80806;4;239134;1
80006;1;11136;1
80244;6;65473;2
80808;8;163019;1
80496;6;65131;1
80688;11;35421;1
80580;7;65278;5
80333;12;163103;2
80502;8;239111;1
80688;5;53724;1
80713;3;18820;1
80649;8;219831;2
80133;7;241502;2
80598;7;913804;1
80713;5;54451;3
80087;8;65155;1
80155;5;51331;1
80303;2;237938;1
80222;8;593263;1
80167;9;11165;1
80332;9;65487;1
80087;4;54417;2
80222;7;65440;3
80332;6;249202;1
80688;7;53754;1
80580;6;249288;1
80830;9;11136;1
80649;4;239130;1
80248;7;53700;1
80244;6;237966;2
80537;9;61678;1
80806;4;163017;1
80609;8;11152;1
80688;7;62004;3
80333;6;65697;4
80806;5;219833;1
80249;7;913804;1
80713;8;65141;1
80713;8;249206;3
80222;8;53878;2
80200;8;249385;1
80222;5;54417;1
80486;8;53747;3
80688;7;162879;1
80665;5;239132;1
80477;8;53668;1
80333;6;608405;2
80030;5;54417;2
80649;7;11165;1
80806;6;65184;1
80497;9;54279;2
80333;4;162934;2
80222;5;237061;2
80637;9;238162;1
80333;6;238460;1
80200;8;237938;1
80332;11;239134;2
80486;9;238329;1
80333;7;65899;1
80303;6;65101;1
80332;10;239133;2
80806;1;497;2
80249;4;608364;2
80537;6;11165;1
80030;4;65115;1
80486;6;247129;1
80633;5;2053;1
80716;8;51677;1
80422;5;312885;1
80580;6;219833;1
80688;6;248853;1
80215;7;51508;1
80030;8;51658;1
80250;9;239133;3
80548;9;239134;2
80344;9;52886;1
80665;1;791731;2
80713;9;219394;1
80332;7;12380;1
80713;9;249151;1
80030;6;249151;2
80713;10;53973;1
80688;3;65192;1
80118;8;521494;1
80249;3;11136;1
80422;5;239054;1
80486;3;54417;1
80486;5;163093;1
80200;9;65613;1
80167;11;238310;1
80787;11;51677;1
80486;5;53741;1
80030;7;53668;1
80332;3;11173;1
80030;6;54854;1
80580;1;65899;1
80815;6;12008;1
80497;9;1597;1
80333;4;64197;8
80155;9;239111;1
80649;6;913804;2
80688;6;239130;1
80303;7;163387;6
80332;6;65155;1
80635;8;51331;1
80333;5;18827;1
80688;10;11173;2
80713;10;11197;2
80832;7;837869;1
80228;6;237825;3
80804;10;11202;1
80290;7;64213;1
80087;6;51610;2
80222;3;237938;1
80422;9;11165;1
80250;1;39925;1
80688;3;64208;1
80548;7;237714;1
80633;7;65109;6
80244;6;239131;1
80688;6;645873;1
80609;4;51716;1
80333;12;163017;2
80688;9;65155;2
80222;7;11157;1
80665;3;237061;2
80167;12;18820;1
80600;7;64101;1
80580;4;653286;1
80303;7;60585;1
80248;7;11165;2
80649;7;239133;1
80713;6;66121;2
80222;5;11165;2
80580;8;237966;1
80600;7;162884;6
80248;5;18829;3
80649;5;65322;1
80030;5;65161;1
80422;3;238460;1
80006;7;237815;1
80713;7;247120;1
80804;6;219831;1
80025;9;11152;1
80486;9;239133;2
80600;11;11136;4
80635;3;11173;1
80497;7;238298;1
80486;6;65278;4
80806;7;608405;8
80222;3;239134;1
80649;9;65344;1
80030;10;51784;1
80806;10;65344;7
80332;6;65415;1
80713;7;11168;2
80332;7;238090;1
80333;11;11131;2
80609;10;11202;3
80374;7;11165;2
80665;8;65141;2
80486;7;219831;1
80688;5;653281;3
80713;5;233222;1
80763;9;459325;1
80290;7;608364;1
80665;7;237925;1
80806;7;249156;1
80228;9;66194;6
80118;7;53747;1
80806;1;65487;22
80371;11;51784;1
80635;9;51677;1
80222;6;459325;3
80497;6;608364;1
80665;8;54052;1
80713;12;64141;12
80228;4;54451;2
80109;6;12104;1
80548;9;11168;1
80380;9;11168;1
80147;8;238460;2
80371;8;238385;1
80462;12;223080;1
80462;6;12176;1
80635;4;18820;1
80327;6;237840;1
80609;3;223080;1
80580;9;239130;1
80713;9;65199;12
80149;11;239054;1
80716;8;239112;1
80303;5;238212;1
80222;7;53668;20
80665;6;53668;4
80477;9;61678;1
80830;10;239111;1
80806;9;11165;3
80303;7;51710;1
80716;1;11202;1
80716;8;237925;1
80371;5;239111;1
80332;12;238233;1
80228;5;54052;1
80087;4;1044195;2
80716;5;11157;1
80635;9;238329;1
80637;2;237850;1
80600;7;11157;1
80167;11;238309;1
80497;10;237739;1
80688;5;64180;1
80244;8;239133;1
80637;4;238460;1
80025;9;53595;1
80633;8;249198;1
80228;9;238313;2
80806;10;65451;3
80637;8;65344;1
80806;5;65335;2
80006;7;12176;1
80228;5;65376;1
80167;9;459325;1
80087;9;51637;1
80222;2;64177;1
80486;7;249158;1
80713;8;53623;2
80030;3;11157;1
80333;1;521613;2
80637;8;64253;1
80333;1;163017;2
80688;8;238479;1
80600;1;11165;1
80713;1;11136;1
80332;7;65109;4
80713;8;653286;2
80713;3;223080;2
80030;6;65109;4
80030;7;54052;1
80688;4;53623;3
80030;7;608364;1
80087;5;238146;1
80332;6;219742;2
80716;6;12178;1
80250;6;237051;1
80327;9;64177;1
80087;6;53770;1
80303;9;65473;1
80250;9;51677;1
80087;5;53741;2
80133;7;51617;1
80087;9;8428;1
80249;10;53754;1
80806;8;65456;5
80244;6;65101;1
80496;9;54279;1
80713;9;53391;6
80371;6;53747;1
80250;10;520743;1
80333;7;249388;1
80808;4;54451;3
80713;10;11186;1
80030;6;65300;2
80332;12;11202;1
80496;6;239523;1
80580;9;11173;1
80808;8;53595;2
80713;9;219831;1
80635;8;53747;1
80808;8;459325;1
80332;5;65109;2
80221;8;239128;1
80087;8;54342;1
80635;9;237980;1
80600;9;249151;2
80665;5;65797;1
80649;6;51637;1
80633;7;219831;2
80087;6;239523;1
80496;4;223080;1
80332;6;785665;1
80025;9;53754;1
80688;9;459325;2
80713;9;65219;21
80248;10;53741;1
80327;5;53741;1
80290;8;237784;1
80222;7;11165;3
80635;8;12008;1
80580;5;65131;5
80145;1;239133;1
80688;8;65115;1
80713;10;608364;5
80109;5;53595;1
80486;8;60585;1
80087;6;219833;1
80665;4;608364;2
80133;6;65991;1
80808;6;53595;3
80222;6;249151;2
80580;9;51649;1
80599;9;11136;2
80580;8;11136;2
80087;7;219741;1
80496;6;65740;1
80637;6;65115;1
80688;3;53595;1
80713;10;8386;1
80806;7;65878;2
80688;7;51637;1
80815;8;237938;1
80716;10;239128;1
80281;8;239111;1
80806;8;937893;1
80087;5;12170;1
80486;3;1044195;1
80580;6;11157;1
80222;2;11165;1
80496;4;264323;1
80087;7;51847;1
80087;9;65487;1
80806;6;249202;3
80496;9;65219;1
80333;4;65131;1
80030;8;199863;1
80222;10;18820;1
80133;9;837869;1
80633;8;11152;1
80502;8;65636;1
80496;9;51658;1
80806;5;65376;2
80649;5;239111;1
80497;7;52886;2
80200;9;53741;3
80633;2;163008;4
80609;9;238310;1
80486;5;65227;1
80333;5;11152;1
80333;11;238329;1
80649;6;65192;2
80087;6;53741;1
80649;8;249823;2
80806;10;53741;3
80574;9;238290;1
80665;1;239054;1
80462;6;65877;1
80250;11;31233;2
80580;1;219833;1
80692;4;1574;1
80637;7;528528;2
80332;5;608364;1
80087;9;11136;1
80333;5;54342;1
80496;6;459325;2
80649;8;65115;3
80688;7;249828;1
80665;7;11165;2
80665;8;65192;2
80222;9;608364;3
80200;3;54417;2
80109;7;608364;3
80333;7;159442;3
80221;9;51547;1
80333;12;60861;1
80815;8;237739;1
80222;8;8428;1
80333;8;65322;5
80804;2;238387;1
80331;10;239133;1
80631;8;593263;1
80806;7;65348;2
80688;9;239117;1
80633;8;54854;1
80222;9;32158;1
80635;7;65262;1
80637;1;65451;1
80637;4;11131;1
80222;5;18820;2
80332;7;223152;4
80716;2;239133;1
80806;1;837869;8
80496;4;237061;1
80713;8;65740;1
80806;1;65395;3
80806;5;237051;3
80228;10;199863;1
80713;9;239111;1
80149;10;239131;1
80631;9;11131;1
80486;5;163019;1
80806;1;247058;3
80806;1;219833;12
80344;10;11131;1
80333;9;53973;1
80649;6;53700;4
80422;7;51677;1
80600;11;239130;1
80635;11;11165;2
80250;6;36364;1
80497;9;837869;1
80649;8;65878;1
80371;7;459325;1
80333;6;837870;1
80087;5;51710;1
80580;1;837869;2
80290;7;608405;1
80713;8;249288;1
80333;7;53770;3
80496;8;54417;1
80228;9;853999;2
80806;7;54468;2
80496;6;239111;3
80290;7;53741;1
80688;9;51946;4
80713;8;65184;3
80665;6;12252;2
80496;8;54279;4
80633;6;199909;1
80635;7;65878;1
80303;6;12380;1
80635;6;459325;1
80486;6;65141;2
80248;4;11202;2
80713;7;65878;1
80332;10;239117;1
80713;9;54342;2
80486;9;61678;1
80806;4;54451;11
80713;9;65440;2
80250;10;65740;1
80486;9;238460;1
80030;6;53741;1
80713;4;239048;3
80806;6;54843;2
80580;5;65415;2
80333;7;239054;1
80649;5;53221;2
80228;9;837869;1
80580;7;65300;5
80222;5;249152;1
80109;10;53759;3
80327;9;11197;1
80109;6;64260;1
80228;10;253427;1
80149;6;237840;1
80030;1;65262;1
80228;8;65877;2
80589;9;219833;1
80631;7;593263;1
80228;8;249801;1
80598;10;51677;1
80118;6;65145;1
80609;9;11133;1
80290;6;51677;1
80713;10;163029;1
80548;9;239130;1
80228;9;53973;3
80806;1;65376;3
80109;6;608364;1
80228;6;163385;1
80815;6;797171;1
80574;3;163387;2
80118;7;219799;3
80222;4;18820;4
80332;7;53973;4
80486;7;11173;1
80145;8;239134;1
80250;1;30788;1
80030;6;65141;1
80332;7;653281;1
80580;6;65322;6
80344;11;239130;1
80222;4;54052;2
80244;7;11165;1
80501;4;11202;1
80333;7;53623;7
80804;9;65877;3
80590;7;53700;2
80333;5;54417;6
80815;2;11197;1
80635;6;239112;1
80633;7;249385;1
80833;9;219833;1
80713;6;12380;1
80030;7;65636;1
80806;6;249400;3
80665;9;11168;2
80333;5;237782;1
80087;10;11152;1
80221;9;53595;1
80371;7;219831;1
80637;5;54052;1
80332;6;54279;1
80030;5;65278;3
80665;7;64169;4
80486;8;66157;7
80333;4;885038;6
80167;7;593263;1
80030;10;239133;4
80222;10;44911;2
80147;5;239111;2
80087;6;19035;1
80332;4;65376;1
80333;12;64140;12
80635;1;65278;1
80713;8;249204;1
80133;7;249820;1
80249;7;837869;1
80200;11;239133;1
80633;7;53741;3
80486;7;645873;2
80637;7;65344;1
80009;8;51617;1
80600;6;239117;1
80598;7;237926;1
80290;7;248853;1
80609;11;11202;1
80486;3;237210;4
80665;5;219833;1
80649;9;65877;1
80713;4;65278;1
80496;9;837869;1
80806;5;65141;16
80688;5;223326;1
80806;6;54537;2
80222;10;65861;1
80333;7;641941;2
80713;5;54417;7
80713;7;65199;8
80580;4;11131;1
80497;7;837869;2
80548;7;53700;1
80371;8;11585;1
80713;9;219833;4
80808;8;608364;1
80580;7;65262;3
80244;3;459325;1
80600;6;65415;1
80222;4;54417;1
80637;7;641941;2
80635;9;51784;1
80633;8;65636;2
80598;4;237061;3
80025;8;237938;1
80222;10;31916;1
80804;8;54271;1
80713;5;65339;1
80087;8;65300;1
80222;9;38682;2
80118;7;65278;2
80222;4;234478;1
80145;9;11133;1
80688;10;238460;2
80222;6;65155;1
80222;5;10539;6
80806;8;51658;1
80087;6;199863;1
80713;9;249379;2
80486;7;219833;2
80333;4;65348;1
80635;10;238460;1
80344;10;459325;1
80497;6;222266;1
80637;10;239132;2
80548;4;54052;1
80580;1;53724;1
80574;3;163068;1
80133;7;239133;3
80688;6;593263;1
80486;7;65740;2
80649;7;65344;5
80222;1;11157;1
80598;7;11197;1
80713;3;54417;4
80222;8;219799;1
80637;7;199863;1
80200;5;65740;1
80333;4;53908;1
80332;6;65278;1
80248;10;18820;1
80713;4;53595;11
80633;8;459325;2
80580;6;65141;10
80248;8;222326;1
80649;7;53595;5
80303;2;239134;1
80200;8;159442;1
80332;7;239048;1
80502;8;54342;1
80502;8;608364;1
80649;4;65335;1
80228;7;53700;2
80374;7;239133;1
80109;8;53741;3
80025;8;238358;1
80133;5;18829;1
80486;5;54271;1
80649;6;249389;1
80333;7;11585;1
80486;7;53741;2
80637;5;65101;3
80633;7;249151;2
80222;6;51610;1
80332;6;219833;1
80133;6;54540;1
80333;6;65131;14
80548;7;239112;1
80716;8;837869;1
80025;12;11168;1
80637;9;54279;1
80250;10;29704;1
80228;7;66194;4
80486;6;65473;2
80688;9;238329;1
80030;5;653286;1
80497;6;65774;1
80222;7;219740;5
80804;9;249639;1
80600;6;53595;2
80635;10;239134;2
80327;7;248853;1
80497;7;11165;2
80713;1;60585;5
80830;10;239133;2
80145;3;223080;1
80806;6;224049;2
80635;9;238479;1
80580;1;65487;8
80833;7;223156;1
80332;9;51677;1
80609;2;11168;1
80290;6;51710;1
80688;6;53741;1
80713;5;65899;5
80688;10;11133;1
80713;8;641941;3
80633;7;65265;1
80222;8;65440;4
80087;4;65265;1
80713;5;52789;3
80333;10;65192;1
80228;8;837869;1
80087;7;18829;1
80118;6;65415;1
80333;7;51929;2
80222;5;837869;1
80631;3;11197;1
80486;5;51658;2
80635;7;53754;1
80496;6;199863;1
80598;4;1044195;1
80332;6;698946;1
80118;6;53741;2
80118;8;65335;2
80222;9;31682;1
80598;5;238479;1
80025;8;11133;1
80009;8;459325;3
80290;8;837869;4
80200;9;237406;1
80486;9;837869;2
80713;6;65271;9
80290;8;238310;1
80222;7;54417;6
80665;4;65899;1
80665;9;51658;1
80167;11;11136;2
80333;9;51710;1
80155;9;51619;1
80808;7;53668;3
80332;7;65991;1
80333;6;54417;2
80496;6;11157;1
80486;5;791731;2
80486;7;837869;1
80228;9;249151;1
80600;6;53973;1
80374;7;51619;1
80688;9;238233;1
80327;8;53741;2
80248;4;239111;1
80371;8;51637;1
80200;4;54052;1
80333;7;219799;5
80030;7;65473;2
80222;7;608364;5
80713;7;65115;2
80580;7;53741;3
80637;9;11165;1
80815;7;237644;1
80609;6;239111;1
80486;6;65381;2
80486;7;53595;2
80087;7;11686;1
80665;8;65932;2
80649;7;249379;5
80222;5;51658;1
80327;5;459325;1
80688;7;64069;2
80806;7;249826;1
80025;6;65265;3
80716;9;11133;1
80713;12;64182;2
80665;6;65797;1
80713;7;65278;22
80635;7;11136;4
80228;8;593263;3
80665;1;64156;2
80665;1;65219;1
80665;5;53595;1
80025;4;238350;1
80763;12;239133;1
80688;9;51658;2
80332;5;65131;3
80250;11;41571;1
80665;8;53595;2
80200;5;51658;1
80806;5;65356;1
80815;1;11168;2
80133;6;51847;1
80477;8;239133;1
80422;7;239133;2
80649;6;837870;1
80580;1;64141;2
80109;9;53759;2
80804;9;837869;3
80598;2;51703;1
80806;6;249385;2
80030;5;65155;4
80635;6;11136;2
80713;9;249206;2
80290;6;12106;1
80633;7;65165;1
80833;7;53700;1
80665;4;238385;1
80665;7;53668;1
80787;11;459325;1
80477;11;239130;1
80087;6;53754;2
80649;6;53623;3
80222;2;237938;1
80808;7;219831;5
80332;6;65265;1
80250;9;237925;1
80713;7;51786;1
80228;7;53391;2
80030;8;653281;1
80496;9;51610;1
80155;9;239133;1
80804;7;249151;1
80497;8;54468;1
80649;8;54279;2
80806;7;65109;5
80303;7;162884;3
80804;2;239133;1
80333;6;241138;1
80332;8;239128;1
80030;8;238326;1
80244;8;312885;1
80087;7;64141;1
80497;7;219831;2
80248;8;51710;1
80815;10;18820;1
80600;11;11133;2
80806;4;219833;2
80333;6;53759;2
80215;5;11165;1
80486;5;12176;3
80149;4;238460;1
80303;7;51508;1
80222;10;517611;2
80248;10;64260;1
80025;4;11165;1
80118;6;653286;2
80118;6;65344;1
80030;10;18820;1
80600;4;65262;1
80633;4;54451;1
80222;9;11131;1
80609;10;51615;1
80600;8;65774;4
80806;8;53747;2
80600;3;239132;1
80713;5;11168;1
80222;10;11197;1
80580;1;64169;2
80637;7;65774;4
80006;7;239134;1
80631;4;238460;1
80222;10;64208;1
80167;10;238460;1
80228;5;11131;1
80087;6;249151;1
80609;11;11136;1
80222;10;11152;1
80248;7;65487;1
80806;7;247135;3
80118;6;51658;1
80806;1;65109;22
80228;5;11168;2
80249;3;223080;1
80633;6;219740;1
80688;4;64182;2
80637;6;65101;1
80371;9;65889;1
80200;8;65740;1
80804;6;247058;1
80147;8;53741;1
80716;4;11136;1
80030;5;227386;1
80006;4;51677;1
80303;6;60939;1
80600;6;241138;1
80222;3;459325;1
80637;4;53623;1
80371;7;51637;1
80025;6;12176;1
80248;7;53759;1
80665;4;65991;1
80713;5;11186;1
80221;4;238460;2
80713;3;11152;1
80787;11;51547;1
80087;5;249823;2
80649;8;65774;2
80333;8;54279;3
80333;4;11165;1
80222;11;239111;1
80649;9;65487;1
80333;6;249200;1
80649;9;11136;3
80580;9;11202;1
80590;6;1574;1
80580;2;11197;1
80133;10;51619;1
80609;6;51331;1
80649;5;66121;1
80371;8;18829;1
80087;7;12242;1
80633;7;65278;5
80808;7;60585;1
80422;5;11173;1
80688;1;65165;1
80580;8;65278;1
80637;6;66088;1
80222;10;31604;5
80496;8;721730;1
80290;9;887329;1
80333;4;65910;2
80303;6;237211;3
80598;10;199863;1
80665;6;53700;1
80497;9;459325;2
80637;6;219799;1
80637;4;54451;3
80167;10;238110;1
80087;4;51703;1
80248;3;608364;2
80589;6;219740;1
80806;7;65290;1
80030;4;53595;1
80496;7;219741;1
80580;9;239112;1
80496;8;249202;1
80222;9;33446;1
80109;5;51658;1
80009;5;239133;1
80228;8;239112;1
80600;8;237739;1
80149;9;11152;1
80118;6;65278;1
80688;9;11168;1
80222;9;989308;2
80462;6;51923;1
80808;5;54837;1
