Insee (Pheno!Mois!Insee);Mois Obs;CD REF (pheno!mois!insee);Nb Donnees
80303;4;717574;1
80637;7;3676;1
80808;4;61057;5
80333;10;249585;2
80228;8;248600;2
80332;8;200334;1
80025;5;82705;1
80477;7;103316;2
80692;6;94626;1
80155;4;108361;1
80548;7;237861;1
80635;9;80410;1
80087;1;105159;4
80580;9;107038;5
80332;7;185343;1
80222;11;247629;1
80713;6;103898;3
80808;2;3603;7
80713;3;2911;28
80250;6;39092;1
80713;7;193623;1
80806;1;139605;2
80228;8;23942;1
80599;12;4525;1
80649;5;80911;1
80635;5;3755;1
80248;6;193436;11
80222;9;42549;1
80649;6;4342;1
80649;7;54829;1
80633;7;137914;8
80692;8;4192;2
80228;8;93840;4
80496;5;132818;1
80155;8;92302;1
80692;6;119698;1
80574;9;79734;1
80815;6;245264;1
80149;7;80759;2
80665;4;459478;1
80635;4;248616;1
80600;6;69016;1
80649;2;102863;1
80331;4;103057;2
80147;9;119585;1
80250;6;3967;1
80580;5;104126;7
80486;1;129147;1
80665;6;248243;2
80087;10;247766;1
80665;5;96519;1
80635;6;108027;1
80580;5;139802;6
80713;9;4568;2
80333;5;108345;4
80806;1;95927;2
80333;1;92038;2
80580;7;117933;1
80222;8;3865;1
80580;7;123522;1
80147;9;106497;1
80787;7;126276;1
80600;6;103375;1
80713;6;130005;1
80763;1;60981;1
80609;9;106854;1
80228;5;127029;1
80633;6;141221;1
80087;7;237904;1
80548;4;104903;1
80109;9;88318;1
80580;1;3302;3
80787;5;92606;1
80633;6;5476;16
80590;1;121065;2
80303;6;105247;4
80228;9;3206;15
80248;9;2623;1
80222;8;97537;1
80806;1;197334;1
80688;7;210971;1
80228;11;197264;1
80806;4;836222;4
80228;3;60015;2
80486;10;67074;1
80833;1;107282;2
80665;6;117503;1
80371;8;784165;1
80030;10;3070;2
80332;9;103772;1
80649;5;109507;1
80649;6;187104;5
80025;8;99488;1
80806;12;3978;5
80713;1;127547;11
80688;9;1952;4
80344;8;106499;1
80713;6;249035;1
80303;6;88753;1
80599;8;249032;1
80637;6;4142;1
80806;7;3551;1
80806;6;138682;1
80087;5;770929;1
80248;4;3741;1
80600;6;3059;9
80804;7;108996;1
80155;5;4564;1
80633;5;81272;1
80221;3;444430;1
80228;9;2911;5
80009;8;115624;1
80633;7;100387;1
80228;12;4644;2
80228;5;88720;5
80635;1;5020;1
80374;9;190443;1
80380;4;4289;1
80589;10;129586;1
80590;4;80410;1
80486;12;2895;2
80688;8;109881;1
80496;7;107318;1
80228;3;2530;4
80118;5;98921;1
80688;9;95933;2
80333;8;119473;1
80030;6;107090;1
80290;7;100310;1
80537;10;113904;1
80222;7;198160;1
80109;3;3482;1
80501;6;87964;1
80333;11;3187;16
80688;1;718348;2
80633;4;3465;6
80109;9;89200;1
80133;7;237450;1
80598;5;89200;1
80574;7;137440;1
80649;1;4505;1
80030;8;116903;1
80200;8;245818;1
80713;12;3258;1
80713;7;3036;7
80222;10;90008;2
80497;1;2666;1
80713;1;119509;9
80332;8;136654;1
80371;6;245818;1
80228;2;889042;4
80633;9;119691;2
80589;6;138998;1
80713;4;81295;10
80222;7;61510;1
80228;9;977;24
80332;7;718362;2
80713;6;194590;1
80486;8;79783;3
80087;9;222466;1
80025;7;109869;2
80303;4;4657;1
80600;7;118529;1
80637;6;192097;1
80222;4;132529;3
80600;1;3302;5
80713;7;459478;11
80688;9;612462;3
80832;9;114658;1
80635;7;3187;1
80222;9;1030017;2
80147;9;91886;1
80688;1;116759;1
80333;3;3311;11
80303;7;115258;1
80804;8;248808;1
80327;5;4525;1
80806;5;248913;1
80496;6;328026;1
80633;7;788980;3
80502;4;4466;5
80806;8;3630;2
80635;5;141949;1
80713;7;127613;1
80396;1;60102;1
80713;9;190717;1
80688;9;195386;1
80688;8;196532;1
80244;7;4252;1
80025;8;4917;1
80649;6;8785;1
80649;9;249253;1
80806;5;115245;1
80149;6;100142;2
80649;6;119818;2
80228;7;248880;1
80502;10;104502;2
80332;7;249249;1
80222;4;54592;3
80486;6;88318;5
80649;6;137914;3
80497;7;152226;1
80333;7;138634;1
80333;4;2497;3
80374;9;124261;1
80133;3;3297;1
80633;4;81541;1
80692;3;83912;1
80222;9;967881;1
80649;8;100142;3
80649;1;119991;1
80228;6;137666;1
80580;7;119977;1
80600;8;2517;18
80087;11;113842;1
80371;1;4117;1
80486;9;90208;2
80649;4;4308;1
80804;5;249074;1
80248;1;117201;2
80222;1;125238;5
80806;4;61448;9
80462;5;126628;1
80327;9;109845;1
80332;7;121581;1
80688;8;106918;4
80665;8;248387;1
80244;7;3611;1
80228;9;4117;30
80290;7;249454;1
80087;8;88489;1
80808;5;86828;3
80222;8;79783;1
80333;6;21497;1
80228;5;116142;2
80496;6;125000;1
80228;6;1015856;1
80808;6;3003;14
80635;7;4571;1
80635;5;195540;1
80649;8;134622;1
80713;11;2844;2
80006;1;99233;1
80665;4;4525;1
80030;1;3036;2
80222;6;249268;2
80787;12;1958;2
80692;4;113904;1
80665;6;131840;1
80580;8;112355;1
80713;11;36224;1
80333;3;3696;1
80333;6;236349;1
80665;8;120717;1
80806;6;53077;1
80649;10;3379;2
80635;6;119473;1
80371;9;119780;1
80228;9;2504;1
80333;6;119948;1
80228;9;4308;1
80598;9;11122;1
80589;10;141221;1
80380;8;125469;2
80222;10;470221;1
80486;3;1972;3
80580;1;1966;6
80133;9;196545;2
80649;6;3422;1
80716;11;3187;1
80248;5;132529;1
80331;3;128268;1
80600;1;121581;1
80713;7;198030;1
80228;7;96465;7
80599;10;718424;1
80688;8;139;2
80228;8;2594;6
80633;7;104173;2
80333;1;2720;1
80716;9;91378;1
80380;1;61057;1
80333;8;2576;11
80422;5;718310;2
80806;1;99418;4
80692;8;108351;1
80713;8;810214;1
80228;4;4167;10
80025;7;611295;2
80333;4;3293;14
80600;8;139024;3
80688;6;107027;3
80649;8;95793;1
80633;9;4280;1
80118;7;121792;3
80649;8;99373;1
80806;6;4516;6
80830;8;91289;1
80633;8;54614;1
80200;8;612466;2
80808;10;609982;2
80806;6;141304;1
80600;1;2836;2
80804;6;194069;1
80248;6;852313;3
80228;1;126159;1
80600;7;117025;20
80109;5;249710;1
80548;1;4117;1
80590;8;718310;2
80688;2;134346;1
80580;5;718406;1
80649;10;127439;1
80600;7;141301;1
80787;7;125000;2
80228;8;2989;1
80713;4;60981;7
80486;8;107117;6
80228;7;730577;1
80118;6;118016;1
80228;11;117860;1
80713;12;61714;4
80815;3;128077;1
80244;9;85820;1
80713;3;84112;1
80222;3;3967;6
80633;3;60981;1
80633;6;125355;1
80580;8;238306;1
80087;8;444436;1
80649;1;105239;5
80228;6;2989;4
80806;5;4657;11
80332;6;194069;4
80537;5;98512;1
80087;6;108996;1
80688;9;122744;1
80167;4;83912;2
80806;4;259;2
80244;7;96749;1
80222;9;249593;1
80149;7;89200;4
80486;10;128322;1
80635;7;119991;2
80009;6;53097;1
80228;9;107886;1
80806;9;191053;1
80030;12;459638;1
80688;7;85112;1
80333;7;148435;2
80248;6;4117;2
80637;5;121555;2
80496;8;96180;1
80713;10;3525;2
80250;6;100225;2
80344;1;975515;2
80249;4;115865;1
80600;7;103734;2
80692;8;113893;1
80332;7;187494;1
80149;9;3297;1
80228;1;2440;16
80580;7;95558;1
80303;7;237797;1
80486;5;248669;1
80633;9;141499;2
80808;4;104903;5
80281;8;113260;1
80649;7;248712;1
80600;1;124569;2
80537;5;100787;1
80649;6;109139;3
80713;8;140478;1
80155;6;3764;1
80692;7;4342;2
80713;1;113893;3
80580;8;54815;1
80248;5;4507;3
80580;2;4151;1
80635;9;91886;1
80598;5;100104;1
80228;4;85820;1
80537;5;125469;1
80486;9;96508;2
80025;1;4516;1
80244;5;80990;2
80228;6;3571;1
80501;7;718310;1
80025;1;197281;1
80713;11;886232;2
80688;9;249293;1
80713;11;3003;2
80333;1;2506;1
80222;7;53902;2
80333;6;81856;4
80688;2;2741;2
80649;1;128924;2
80303;6;116392;10
80486;5;4657;1
80763;5;104876;1
80248;6;197264;1
80688;6;119780;4
80649;8;109750;1
80087;7;248467;2
80109;9;119915;1
80030;11;4280;1
80222;9;36188;1
80331;5;120717;2
80030;4;60585;1
80649;4;4474;9
80713;9;814245;93
80600;7;119556;1
80030;8;106918;1
80713;12;3379;1
80806;4;3039;8
80716;9;128956;3
80635;1;106396;2
80228;9;127547;1
80486;7;248011;1
80637;1;89316;1
80688;6;459628;3
80333;8;3688;18
80228;10;4669;8
80332;11;4525;1
80808;8;104903;1
80030;3;4501;9
80600;4;2594;12
80649;8;194360;1
80637;6;4192;4
80249;8;131693;1
80303;4;3741;3
80649;4;2576;1
80087;8;103329;1
80713;3;3791;6
80649;1;65155;2
80501;6;87930;1
80688;7;781902;1
80713;11;3518;1
80716;1;620954;1
80548;3;3943;2
80332;7;641243;1
80713;9;2517;98
80332;6;248567;1
80713;6;136658;1
80486;5;248821;1
80713;6;197775;1
80815;1;93308;1
80030;7;96749;1
80713;5;108027;5
80600;5;4686;5
80589;6;434442;1
80635;9;109091;1
80637;2;2911;1
80649;7;140762;1
80649;7;23196;1
80327;7;249293;1
80215;10;134141;1
80486;4;198226;1
80228;9;113221;1
80371;1;85250;1
80688;3;965;4
80713;1;192690;6
80462;5;112550;1
80713;10;4137;92
80228;9;248929;1
80688;8;459478;3
80303;5;73560;4
80688;8;245818;1
80637;1;77424;1
80332;3;101220;1
80599;10;108029;1
80462;5;92876;1
80250;4;115168;1
80649;10;3424;3
80649;8;249548;2
80600;11;791564;1
80486;4;75093;1
80228;6;199425;3
80688;7;3297;2
80600;8;23196;2
80133;6;4686;1
80688;11;30034;1
80688;6;54614;1
80332;9;610327;1
80281;6;61290;1
80713;5;240343;1
80580;1;99111;2
80688;6;249843;1
80665;3;247629;1
80635;3;4127;1
80244;9;112727;1
80248;6;88833;1
80344;4;3764;1
80637;1;83156;1
80087;5;4001;1
80832;9;131840;1
80688;12;4257;4
80637;1;3429;1
80830;12;2497;3
80787;6;5476;1
80688;7;248399;1
80633;6;3676;1
80250;1;32234;1
80303;9;184888;1
80333;5;75093;3
80830;12;534753;72
80665;2;119991;1
80649;10;2623;2
80637;4;2473;2
80808;7;96229;1
80228;8;85112;6
80600;7;138901;1
80087;10;4001;3
80600;12;4507;2
80344;1;60981;1
80649;10;91289;2
80665;1;2938;1
80109;6;4503;3
80327;9;113893;1
80006;9;105966;1
80806;7;88624;7
80030;8;4474;1
80713;6;106499;4
80025;8;184883;1
80025;10;66832;1
80808;11;61543;1
80574;7;141221;2
80200;8;248574;1
80637;8;103514;1
80635;9;83653;1
80118;7;119585;1
80025;8;197369;1
80688;6;534750;2
80109;6;108361;1
80327;9;918133;1
80497;6;2989;1
80222;4;120772;1
80716;9;190216;1
80462;5;104854;1
80665;6;4257;3
80118;6;119915;2
80815;1;6008;1
80486;8;124970;7
80713;6;132379;4
80713;11;4137;37
80599;10;193515;1
80222;9;39135;1
80713;4;351;8
80713;7;139605;1
80633;9;23196;1
80486;1;434079;2
80633;7;3745;1
80649;5;104841;2
80688;7;10927;1
80332;6;4252;1
80030;10;4657;1
80716;7;4525;4
80713;7;60889;1
80133;6;249291;1
80808;12;2559;6
80649;3;61057;2
80149;12;4474;2
80609;5;189172;1
80222;2;116265;1
80333;1;4501;1
80025;9;83932;1
80806;1;148435;2
80501;7;128268;1
80486;6;248304;1
80688;7;248596;1
80815;1;4466;1
80580;8;234970;1
80228;1;4466;2
80649;6;130953;1
80716;9;5173;1
80228;7;814245;15
80249;8;104903;1
80580;5;4342;1
80344;8;132529;1
80688;8;237892;1
80222;1;4823;4
80496;8;247713;1
80713;9;655655;1
80118;9;121471;1
80808;4;4001;13
80030;1;60981;1
80486;5;91378;1
80713;11;60981;1
80149;8;534742;1
80133;2;61678;2
80633;7;53783;1
80332;2;3293;1
80635;9;113893;2
80222;7;86305;1
80228;10;3429;21
80248;6;88794;2
80109;6;129305;1
80635;5;198226;13
80692;2;4501;1
80713;9;3112;14
80371;12;2669;1
80200;5;3439;1
80548;9;11115;2
80665;2;3941;1
80228;8;132369;4
80222;6;88819;4
80371;7;91382;1
80716;2;4507;1
80688;6;121201;1
80713;5;534750;26
80303;8;3239;2
80665;7;54801;1
80248;8;657920;1
80496;3;249575;1
80713;9;88949;5
80501;6;3059;1
80332;6;137432;2
80332;2;61714;1
80333;10;118993;1
80637;8;444436;1
80665;7;54570;1
80589;10;104876;1
80649;6;95922;15
80713;10;968;1
80649;5;106965;2
80688;4;2881;1
80290;6;222466;1
80580;5;124407;3
80248;4;248594;1
80580;5;459478;1
80537;5;112745;1
80688;8;248918;1
80600;6;81295;1
80486;7;92501;1
80600;3;259;6
80688;9;129000;11
80692;3;100787;1
80087;5;12730;1
80333;5;141250;2
80333;9;97434;9
80486;1;95980;1
80688;4;3059;3
80600;8;4001;1
80025;8;103772;1
80713;5;94207;1
80787;2;2559;1
80665;9;248765;1
80145;8;120772;1
80486;8;121792;2
80332;11;2709;1
80250;4;120717;1
80025;9;534753;1
80333;7;3195;6
80149;4;4040;1
80574;9;97084;1
80486;1;141499;1
80580;1;79908;1
80147;9;124744;1
80222;8;60249;1
80688;5;107090;3
80599;10;718362;1
80688;8;3741;5
80637;9;61281;1
80635;5;108361;1
80228;6;249403;1
80633;6;138907;1
80600;2;3603;3
80200;8;248290;2
80635;5;103375;1
80598;6;718362;2
80806;2;2623;5
80713;9;249038;1
80248;7;3429;1
80580;5;2504;1
80327;8;195046;1
80688;4;107217;1
80332;8;66032;1
80327;9;249293;1
80649;7;248387;1
80290;7;4035;1
80228;5;200418;4
80633;6;2679;2
80496;7;101221;1
80688;5;85798;1
80580;10;3696;1
80580;3;61714;1
80486;8;126124;3
80600;8;98717;2
80222;11;999933;1
80688;3;103862;1
80249;8;100225;2
80087;7;247577;1
80200;8;249098;1
80832;9;95547;1
80713;5;12746;1
80600;7;82018;1
80228;9;3670;3
80833;9;5021;1
80665;5;126035;2
80248;10;810214;2
80600;7;65199;1
80574;9;788980;1
80344;5;105966;3
80290;5;6182;1
80649;9;434263;1
80009;8;718310;1
80631;5;97947;1
80333;5;718406;1
80248;4;4064;1
80787;7;123863;1
80303;6;434233;2
80665;5;184735;1
80248;6;189528;1
80228;6;90669;1
80806;6;107446;1
80688;5;3603;3
80486;5;103898;5
80118;5;96534;2
80537;5;86634;1
80333;7;53159;1
80030;7;133183;1
80025;9;85904;1
80637;4;128268;1
80688;5;3726;2
80087;5;107038;1
80635;9;109150;1
80713;7;2901;40
80815;1;4932;1
80598;6;189376;1
80133;9;104516;1
80087;5;142052;1
80600;6;534742;2
80609;9;124814;1
80635;5;249291;1
80486;10;6479;1
80222;7;4257;5
80830;8;137096;1
80200;8;138444;2
80649;5;198548;1
80030;5;4252;2
80589;10;99334;1
80228;1;95922;2
80574;1;2895;1
80631;9;106499;1
80713;6;109881;5
80145;8;91289;1
80228;9;96180;1
80637;6;92854;1
80250;3;3978;1
80815;6;190324;2
80497;7;814702;1
80600;4;190639;1
80248;6;3853;1
80222;5;112745;2
80713;1;100584;2
80713;3;2794;3
80713;7;3070;120
80637;1;100128;3
80713;3;1973;117
80806;1;91322;3
80228;6;73560;1
80804;8;234582;1
80713;8;105521;1
80333;9;127314;3
80633;12;2741;1
80228;5;100787;1
80808;7;130028;1
80688;7;249074;2
80248;5;100225;1
80599;5;3302;1
80303;6;109625;1
80637;3;3420;1
80496;9;92501;1
80600;4;4001;4
80637;4;193689;1
80649;9;120594;1
80806;9;85946;1
80600;6;129586;1
80649;9;249106;1
80333;10;887336;3
80380;6;889047;1
80496;4;60585;1
80580;8;259;1
80344;8;129305;1
80371;9;10360;1
80806;1;103987;2
80633;5;96519;2
80600;1;192690;2
80633;6;3967;10
80688;10;101220;2
80806;1;83912;1
80713;5;3608;5
80580;10;4497;1
80633;8;197281;1
80574;9;117616;1
80637;9;237787;1
80249;4;889047;2
80600;8;530157;1
80716;3;4308;1
80688;8;248995;1
80804;4;4257;2
80633;3;11122;1
80598;3;3429;10
80713;10;656208;1
80806;8;115624;1
80486;8;97452;2
80303;5;4257;13
80580;7;106234;1
80688;2;100225;1
80344;11;60981;1
80590;8;141706;1
80808;2;23196;1
80649;7;784165;1
80580;10;2623;1
80600;1;6495;2
80599;10;999933;1
80665;6;247030;2
80633;8;530157;1
80830;1;3003;4
80713;3;3142;2
80332;9;120732;1
80600;4;1973;20
80244;5;140321;1
80333;7;141301;2
80380;9;11141;2
80333;9;107027;1
80763;5;83653;1
80600;6;197585;1
80665;3;248926;2
80149;5;4001;2
80635;8;781615;1
80331;5;107318;1
80303;4;3726;1
80806;1;998489;4
80145;8;100310;1
80248;6;197334;1
80248;7;490;1
80477;7;108361;2
80228;9;100289;1
80580;7;108168;1
80716;4;3429;1
80087;8;118477;1
80716;6;2832;1
80333;6;609982;1
80665;6;107073;1
80380;6;3764;1
80713;2;2568;9
80497;4;239508;1
80497;6;247567;1
80665;6;116759;1
80688;7;3726;2
80600;1;65141;2
80167;7;3943;1
80600;8;107085;2
80344;2;3611;1
80228;5;100784;1
80501;10;197281;1
80713;4;2489;74
80763;5;97609;1
80486;7;2477;1
80497;8;248629;1
80486;6;459478;4
80633;9;125259;2
80665;7;184883;1
80713;4;3112;59
80649;2;2543;1
80815;5;137440;1
80635;9;127613;1
80486;5;6790;3
80713;6;105870;1
80808;5;186259;2
80281;8;609982;1
80118;1;112727;1
80332;3;3187;1
80333;3;2757;3
80580;6;83912;1
80806;5;248938;1
80333;5;3540;2
80290;6;247263;1
80497;6;248547;1
80830;3;534753;107
80665;9;3424;1
80716;10;60981;1
80665;8;4127;1
80303;7;132695;1
80331;7;248922;1
80688;8;107085;4
80248;5;112410;1
80222;8;184660;1
80228;6;84061;1
80497;7;100142;1
80590;4;3511;1
80025;7;141299;2
80649;7;247554;1
80422;5;131840;1
80496;4;11115;1
80832;6;4035;1
80228;10;3726;20
80025;10;80390;1
80486;7;781863;2
80635;4;3571;1
80333;5;147341;1
80637;4;4669;2
80332;6;60249;1
80486;1;117933;1
80215;4;104876;2
80496;6;136654;1
80371;9;91258;1
80248;4;237837;1
80486;7;88794;5
80333;9;113260;3
80486;4;100310;1
80637;4;3424;4
80222;9;239097;1
80228;9;2873;1
80147;1;111297;1
80228;6;109422;1
80713;11;38832;1
80422;4;4117;1
80200;3;4474;1
80244;9;95922;2
80688;5;106595;1
80380;8;103514;2
80635;5;4001;1
80133;9;129506;1
80228;7;132229;8
80009;5;89200;1
80118;5;80759;2
80635;5;248829;1
80787;10;60249;1
80808;8;3003;3
80830;8;107284;1
80486;9;4151;1
80486;7;127439;1
80248;9;76597;1
80599;5;4001;1
80713;8;196359;3
80716;9;99108;1
80333;8;113842;2
80600;8;112808;1
80574;7;92501;4
80222;3;1966;1
80574;3;126628;1
80030;4;3741;2
80580;5;79734;1
80222;5;248821;2
80649;6;248880;2
80497;7;138444;1
80649;7;1043663;1
80332;8;126124;1
80713;8;4013;36
80228;6;92876;1
80200;10;3967;1
80806;5;249024;2
80281;8;137096;2
80228;8;4319;2
80249;8;434039;1
80006;9;95671;1
80244;6;4129;1
80833;6;138998;1
80688;1;100225;1
80665;9;23173;1
80333;6;109507;3
80332;4;5464;5
80815;10;3791;1
80486;5;113260;1
80030;4;3726;1
80713;8;138136;6
80333;1;65300;2
80497;8;248765;1
80635;7;3943;1
80109;9;88569;1
80635;9;788980;1
80633;12;75093;1
80633;8;99334;1
80815;6;249815;1
80374;9;115624;1
80371;9;92353;1
80649;2;60811;2
80155;1;5839;1
80692;8;128268;2
80087;5;534742;2
80609;9;238306;1
80486;8;127439;3
80030;4;4619;1
80637;1;89920;2
80228;1;107649;1
80109;6;82757;1
80333;4;4023;1
80688;4;87540;1
80631;9;839012;1
80688;10;37050;1
80303;7;237703;1
80688;3;99373;1
80600;5;3688;2
80222;7;121999;1
80290;6;4257;3
80497;8;249293;1
80833;6;135306;1
80030;10;2603;3
80631;9;5839;1
80806;7;4151;134
80281;8;5554;1
80713;11;35996;2
80109;6;79783;1
80149;11;4280;1
80303;8;2669;2
80716;3;534742;5
80496;6;107446;1
80250;2;3764;1
80222;6;248547;1
80806;4;100225;1
80600;7;197264;2
80713;5;118073;1
80332;9;197284;1
80649;9;96912;1
80600;5;2437;1
80806;12;5446;1
80025;6;126963;2
80713;4;3343;8
80649;7;610681;2
80167;9;115624;1
80665;5;105966;1
80396;1;111921;2
80290;6;247190;1
80281;8;104775;1
80332;8;1015437;2
80713;1;2794;2
80248;4;117774;1
80222;5;239063;1
80025;9;107090;4
80374;9;952124;1
80222;4;61425;1
80228;7;123705;1
80649;10;37209;1
80574;9;108996;1
80303;11;3716;2
80222;7;248467;2
80009;1;122028;1
80222;3;3791;3
80598;1;3774;1
80333;6;107233;1
80830;4;104876;1
80486;10;5839;1
80025;8;786444;2
80635;1;110335;2
80713;7;124572;1
80574;6;137440;2
80118;8;5173;1
80806;12;2543;20
80649;7;718664;1
80590;9;138998;1
80030;8;66032;1
80600;1;112727;2
80030;4;4686;4
80332;1;3764;8
80281;8;122106;1
80665;12;534742;1
80665;5;11138;1
80635;4;627745;1
80787;4;4289;1
80244;5;119977;1
80688;3;4280;15
80486;9;124034;2
80833;9;98921;2
80244;7;3978;1
80333;9;2538;1
80497;5;97556;1
80118;6;81569;2
80665;6;247631;1
80649;1;127495;2
80580;6;99511;9
80808;2;4142;1
80649;6;4474;8
80633;7;249135;1
80633;9;119473;2
80548;4;140321;1
80303;7;109926;1
80808;12;4625;2
80290;6;3429;1
80635;6;190443;6
80333;7;142409;2
80228;1;128615;1
80222;10;116759;1
80713;8;103316;1
80590;9;612655;1
80688;9;786497;2
80228;6;141499;2
80333;7;248913;1
80600;10;3187;7
80600;2;3676;2
80787;7;79908;1
80600;7;3429;2
80692;10;4151;1
80477;4;4525;1
80327;5;240300;1
80497;7;817101;1
80806;1;85486;14
80228;6;88477;1
80713;12;4669;25
80303;6;139605;1
80303;6;4212;2
80228;7;64135;1
80580;5;132695;2
80290;7;119585;1
80716;3;3420;1
80833;9;2989;1
80332;3;184804;2
80600;8;192937;2
80109;6;3967;2
80830;10;4280;7
80228;1;132243;1
80133;9;141221;1
80808;5;82637;3
80600;1;199116;2
80590;10;3424;1
80228;6;196467;1
80713;9;1027359;15
80200;8;249246;2
80222;9;9873;1
80118;7;141333;1
80149;10;61714;1
80590;10;4001;1
80248;5;4686;10
80215;10;105966;1
80222;5;719791;1
80649;9;107711;1
80808;8;97609;3
80713;11;2517;35
80688;9;2706;5
80244;2;2440;1
80244;6;192690;3
80380;4;4657;2
80228;8;248784;2
80486;1;100387;2
80244;9;105431;2
80486;6;199374;1
80713;6;73546;3
80649;5;110313;2
80303;9;96229;1
80248;10;61057;2
80806;3;61057;2
80149;1;3791;6
80830;10;4117;71
80808;5;60205;3
80713;4;4035;5
80222;1;5659;1
80501;7;249035;1
80149;4;248871;1
80600;2;4137;1
80248;6;103772;1
80332;6;249340;1
80167;8;4516;1
80248;7;24594;1
80688;12;4564;135
80200;6;86634;2
80688;1;3429;13
80580;9;606920;1
80333;6;134410;2
80806;4;126276;1
80688;1;1991;12
80806;11;4338;3
80009;8;147342;1
80830;4;80243;1
80486;7;96508;2
80332;6;459478;5
80486;8;5878;1
80580;12;104126;1
80716;7;3429;4
80087;7;98717;5
80713;8;196293;1
80496;6;97452;1
80228;8;124569;1
80633;6;104340;33
80486;7;4657;1
80006;9;100225;1
80665;5;248765;2
80332;11;61057;1
80228;7;106439;1
80649;9;89845;2
80371;5;108361;1
80713;7;73533;1
80713;10;186997;2
80333;6;104340;16
80087;5;112463;1
80688;5;73577;6
80333;5;4172;1
80332;6;96229;4
80688;9;4280;7
80633;5;3059;8
80290;3;12113;1
80713;7;185967;1
80580;9;134093;1
80787;10;3003;1
80713;6;3511;1
80248;4;128924;3
80333;5;112727;2
80486;6;977;1
80486;7;249036;1
80635;7;124407;1
80806;7;119915;2
80600;1;4155;5
80222;7;100382;1
80713;9;127546;1
80806;7;94273;3
80633;12;4117;2
80688;7;141304;2
80787;6;88752;1
80580;9;129147;5
80631;5;108996;1
80333;1;104196;6
80333;11;3429;3
80637;5;351;1
80716;1;195914;1
80228;9;248476;1
80716;5;4064;1
80228;12;534742;6
80713;6;219833;1
80580;5;109091;6
80109;9;141301;1
80713;10;3195;8
80501;7;2623;1
80303;12;4583;3
80580;5;116043;2
80222;5;123522;1
80665;8;101221;1
80633;1;60981;1
80109;6;194069;1
80580;1;67606;1
80333;1;124569;2
80713;11;29279;1
80815;5;128832;1
80665;4;249831;1
80600;8;237380;1
80713;10;249032;1
80713;7;96895;2
80133;6;4117;5
80688;6;125355;3
80713;11;108351;1
80290;7;117459;1
80009;5;889047;1
80149;6;128169;1
80808;12;2989;6
80808;5;117503;3
80222;5;198464;1
80009;8;84112;1
80155;3;3764;1
80332;6;115237;14
80637;11;3302;3
80228;9;127546;2
80222;9;248771;1
80030;7;100133;1
80633;6;100304;6
80118;6;3603;1
80109;6;4252;7
80574;9;87712;1
80501;6;94207;1
80649;6;142164;1
80222;8;124308;1
80688;8;3978;20
80228;1;65271;1
80590;9;131507;1
80030;7;281;1
80806;12;124970;1
80688;7;80911;1
80371;8;3603;1
80688;6;103027;54
80332;5;27104;1
80649;7;115470;2
80808;8;61678;1
80396;6;139024;1
80548;9;105966;1
80806;6;98717;1
80580;6;3608;1
80633;8;249291;2
80590;8;138811;3
80030;7;138444;1
80087;4;520881;1
80228;6;2911;3
80486;1;4117;2
80228;10;85084;1
80228;6;109911;2
80688;4;198114;1
80486;9;317811;1
80222;12;116265;4
80688;5;117874;1
80486;5;89200;1
80486;12;4501;1
80087;8;134129;1
80497;7;237965;1
80600;7;152218;2
80222;3;247766;1
80806;12;101221;2
80228;5;197047;3
80665;1;190355;1
80290;7;108537;1
80486;8;88569;1
80248;4;95567;1
80688;1;111419;4
80290;6;4564;3
80580;5;91378;9
80009;8;434233;1
80633;9;3293;1
80244;9;86305;1
80713;8;120594;3
80580;6;80759;7
80303;5;3676;2
80025;1;444430;1
80344;8;132818;1
80332;7;237797;1
80713;7;67606;3
80665;6;94273;14
80649;6;61618;2
80167;12;3424;1
80609;9;91912;1
80665;10;60015;1
80333;2;2747;1
80200;6;92302;3
80222;6;3764;4
80598;4;2679;1
80806;1;146004;2
80600;7;81272;5
80486;12;3967;1
80332;7;248878;1
80688;1;3422;1
80333;10;134346;1
80303;12;3764;1
80580;5;4657;2
80486;7;132695;1
80806;1;66832;2
80713;8;249049;1
80590;9;152064;1
80688;5;97084;1
80147;9;100142;1
80228;4;199088;1
80665;6;248547;1
80806;7;98921;3
80221;1;60981;1
80248;5;83272;1
80688;4;88720;2
80649;2;3036;1
80228;7;249049;1
80713;5;627745;89
80631;6;3465;1
80806;7;12961;1
80118;1;99139;1
80635;5;3482;2
80228;6;977;3
80633;7;192690;10
80830;8;4319;20
80633;7;210611;1
80228;8;103898;1
80497;3;82637;1
80333;5;198911;2
80815;7;116053;1
80371;9;128268;1
80637;12;48765;1
80688;7;190639;3
80637;6;126650;1
80688;5;120732;4
80713;1;100104;2
80808;4;117201;4
80030;8;249022;1
80598;12;11141;1
80496;9;100045;1
80635;6;100310;9
80635;5;4319;1
80249;8;127029;1
80332;3;84112;1
80590;9;108996;1
80118;6;100225;3
80649;8;73546;1
80716;1;108351;1
80665;7;11761;1
80087;7;208113;1
80574;9;143636;1
80030;8;4257;2
80486;7;114658;1
80574;9;91886;1
80486;8;247467;1
80600;7;142440;1
80290;5;91258;1
80548;6;4525;4
80222;5;139024;7
80222;7;3764;3
80133;5;4657;1
80637;8;3003;1
80806;7;104173;2
80303;5;195001;1
80222;5;91289;4
80371;9;129666;1
80222;11;351;1
80688;1;1972;6
80580;1;88752;1
80649;7;434378;1
80228;4;3195;2
