Afficher Niveau;Afficher Niveau good;Classe;Famille;Gbif Id;Group1 Inpn;Group2 Inpn;Group3 Inpn;Nom Complet;Nom Valide;Nom Vern;Ordre;Phylum;Rang;Regne;Sous Famille;Tribu;URL;Url Inpn;Cd Nom;CD REF (taxonomie);Habitat
Caryophyllales;Caryophyllales;Equisetopsida;Caryophyllaceae;3811517;Trachéophytes;Angiospermes;Blebleble;Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982;Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982;Céraiste commun , Mouron d'alouette;Caryophyllales;;SSES;Plantae;;Alsineae;https://taxref.mnhn.fr/taxref-web/taxa/133108;https://inpn.mnhn.fr/espece/cd_nom/133108;133108;133108;3
Rosales;Rosales;Equisetopsida;Ulmaceae;5361865;Trachéophytes;Angiospermes;Blebleble;Ulmus minor Mill., 1768;Ulmus minor Mill., 1768;Orme mineur, Petit orme, Orme cilié, Orme champêtre, Ormeau;Rosales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/128175;https://inpn.mnhn.fr/espece/cd_nom/128175;128175;128175;3
Myrtales;Myrtales;Equisetopsida;Onagraceae;3189157;Trachéophytes;Angiospermes;Blebleble;Epilobium parviflorum Schreb., 1771;Epilobium parviflorum Schreb., 1771;Épilobe à petites fleurs;Myrtales;;ES;Plantae;Onagroideae;Epilobieae;https://taxref.mnhn.fr/taxref-web/taxa/96229;https://inpn.mnhn.fr/espece/cd_nom/96229;96229;96229;3
Alismatales;Alismatales;Equisetopsida;Araceae;5330661;Trachéophytes;Angiospermes;Blebleble;Arum italicum Mill., 1768;Arum italicum Mill., 1768;Gouet d'Italie, Pied-de-veau, Arum d’Italie;Alismatales;;ES;Plantae;Aroideae;Areae;https://taxref.mnhn.fr/taxref-web/taxa/84110;https://inpn.mnhn.fr/espece/cd_nom/84110;84110;84110;3
Myrtales;Myrtales;Equisetopsida;Lythraceae;3188743;Trachéophytes;Angiospermes;Blebleble;Lythrum portula (L.) D.A.Webb, 1967;Lythrum portula (L.) D.A.Webb, 1967;Salicaire pourpier, Péplis pourpier, Pourpier d'eau;Myrtales;;ES;Plantae;Lythroideae;;https://taxref.mnhn.fr/taxref-web/taxa/107115;https://inpn.mnhn.fr/espece/cd_nom/107115;107115;107115;3
Poales;Poales;Equisetopsida;Cyperaceae;2723099;Trachéophytes;Angiospermes;Blebleble;Carex acutiformis Ehrh., 1789;Carex acutiformis Ehrh., 1789;Laîche des marais, Laîche fausse laîche aiguë;Poales;;ES;Plantae;Cyperoideae;Cariceae;https://taxref.mnhn.fr/taxref-web/taxa/88318;https://inpn.mnhn.fr/espece/cd_nom/88318;88318;88318;7
Asterales;Asterales;Equisetopsida;Asteraceae;5403304;Trachéophytes;Angiospermes;Blebleble;Crepis capillaris (L.) Wallr., 1840;Crepis capillaris (L.) Wallr., 1840;Crépide capillaire, Crépide à tiges capillaires, Crépide verdâtre, Crépis capillaire;Asterales;;ES;Plantae;Cichorioideae;Cichorieae;https://taxref.mnhn.fr/taxref-web/taxa/93023;https://inpn.mnhn.fr/espece/cd_nom/93023;93023;93023;3
Asterales;Asterales;Equisetopsida;Asteraceae;4250690;Trachéophytes;Angiospermes;Blebleble;Sonchus asper subsp. asper (L.) Hill, 1769;Sonchus asper subsp. asper (L.) Hill, 1769;Laiteron rude, Laiteron piquant;Asterales;;SSES;Plantae;Cichorioideae;Cichorieae;https://taxref.mnhn.fr/taxref-web/taxa/141304;https://inpn.mnhn.fr/espece/cd_nom/141304;141304;141304;3
Poales;Poales;Equisetopsida;Poaceae;2706241;Trachéophytes;Angiospermes;Blebleble;Lolium perenne L., 1753;Lolium perenne L., 1753;Ivraie vivace, Ray-grass anglais;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/106499;https://inpn.mnhn.fr/espece/cd_nom/106499;106499;106499;3
Lamiales;Lamiales;Equisetopsida;Plantaginaceae;5372487;Trachéophytes;Angiospermes;Blebleble;Callitriche stagnalis Scop., 1772;Callitriche stagnalis Scop., 1772;Callitriche des eaux stagnantes, Callitriche des étangs;Lamiales;;ES;Plantae;;Callitricheae;https://taxref.mnhn.fr/taxref-web/taxa/87484;https://inpn.mnhn.fr/espece/cd_nom/87484;87484;87484;8
Asterales;Asterales;Equisetopsida;Asteraceae;5389017;Trachéophytes;Angiospermes;Blebleble;Solidago gigantea Aiton, 1789;Solidago gigantea Aiton, 1789;Tête d'or;Asterales;;ES;Plantae;Asteroideae;Astereae;https://taxref.mnhn.fr/taxref-web/taxa/124168;https://inpn.mnhn.fr/espece/cd_nom/124168;124168;124168;3
Hypnales;Hypnales;Equisetopsida;Brachytheciaceae;4279461;Bryophytes;Mousses;Blebleble;Oxyrrhynchium hians (Hedw.) Loeske, 1907;Oxyrrhynchium hians (Hedw.) Loeske, 1907;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/434439;https://inpn.mnhn.fr/espece/cd_nom/434439;434439;434439;3
Lamiales;Lamiales;Equisetopsida;Scrophulariaceae;7333024;Trachéophytes;Angiospermes;Blebleble;Scrophularia auriculata subsp. auriculata L., 1753;Scrophularia auriculata L., 1753;Scrofulaire auriculée, Scrofulaire aquatique, Scrofulaire de Balbis;Lamiales;;SSES;Plantae;;Scrophularieae;https://taxref.mnhn.fr/taxref-web/taxa/612565;https://inpn.mnhn.fr/espece/cd_nom/612565;612565;121999;3
Rosales;Rosales;Equisetopsida;Ulmaceae;5361866;Trachéophytes;Angiospermes;Blebleble;Ulmus glabra Huds., 1762;Ulmus glabra Huds., 1762;Orme glabre, orme des montagnes;Rosales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/128169;https://inpn.mnhn.fr/espece/cd_nom/128169;128169;128169;3
Caryophyllales;Caryophyllales;Equisetopsida;Caryophyllaceae;3085407;Trachéophytes;Angiospermes;Blebleble;Sagina maritima Don, 1806;Sagina maritima Don, 1806;Sagine maritime;Caryophyllales;;ES;Plantae;;Sagineae;https://taxref.mnhn.fr/taxref-web/taxa/119805;https://inpn.mnhn.fr/espece/cd_nom/119805;119805;119805;3
Rosales;Rosales;Equisetopsida;Cannabaceae;2984535;Trachéophytes;Angiospermes;Blebleble;Humulus lupulus L., 1753;Humulus lupulus L., 1753;Houblon lupulin, Houblon, Vigne du Nord, Houblon grimpant;Rosales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/103031;https://inpn.mnhn.fr/espece/cd_nom/103031;103031;103031;3
Malpighiales;Malpighiales;Equisetopsida;Salicaceae;3040249;Trachéophytes;Angiospermes;Blebleble;Populus tremula L., 1753;Populus tremula L., 1753;Peuplier tremble, Tremble;Malpighiales;;ES;Plantae;Salicoideae;;https://taxref.mnhn.fr/taxref-web/taxa/115156;https://inpn.mnhn.fr/espece/cd_nom/115156;115156;115156;3
Lamiales;Lamiales;Equisetopsida;Orobanchaceae;7333485;Trachéophytes;Angiospermes;Blebleble;Rhinanthus angustifolius C.C.Gmel., 1806;Rhinanthus angustifolius C.C.Gmel., 1806;Rhinanthe à feuilles étroites, Rhinanthe à grandes fleurs;Lamiales;;ES;Plantae;;Rhinantheae;https://taxref.mnhn.fr/taxref-web/taxa/117590;https://inpn.mnhn.fr/espece/cd_nom/117590;117590;117590;3
Lamiales;Lamiales;Equisetopsida;Plantaginaceae;7332531;Trachéophytes;Angiospermes;Blebleble;Veronica beccabunga subsp. beccabunga L., 1753;Veronica beccabunga subsp. beccabunga L., 1753;Véronique beccabonga, Cresson de cheval, Véronique des ruisseaux, Salade de chouette;Lamiales;;SSES;Plantae;;Veroniceae;https://taxref.mnhn.fr/taxref-web/taxa/142142;https://inpn.mnhn.fr/espece/cd_nom/142142;142142;142142;8
Poales;Poales;Equisetopsida;Poaceae;5290319;Trachéophytes;Angiospermes;Blebleble;Elymus caninus (L.) L., 1755;Elymus caninus (L.) L., 1755;Chiendent des chiens, Roegnérie des chiens, Élyme des chiens, Froment des haies;Poales;;ES;Plantae;Pooideae;Triticeae;https://taxref.mnhn.fr/taxref-web/taxa/95992;https://inpn.mnhn.fr/espece/cd_nom/95992;95992;95992;3
Fabales;Fabales;Equisetopsida;Fabaceae;2975287;Trachéophytes;Angiospermes;Blebleble;Vicia cracca L., 1753;Vicia cracca L., 1753;Vesce cracca, Jarosse, Vesce à épis;Fabales;;ES;Plantae;Papilionoideae;;https://taxref.mnhn.fr/taxref-web/taxa/129147;https://inpn.mnhn.fr/espece/cd_nom/129147;129147;129147;3
Apiales;Apiales;Equisetopsida;Apiaceae;7224059;Trachéophytes;Angiospermes;Blebleble;Anthriscus caucalis var. caucalis M.Bieb., 1808;Anthriscus caucalis var. caucalis M.Bieb., 1808;Anthrisque caucalide, Anthrisque commun;Apiales;;VAR;Plantae;Apioideae;Scandiceae;https://taxref.mnhn.fr/taxref-web/taxa/143623;https://inpn.mnhn.fr/espece/cd_nom/143623;143623;143623;3
Poales;Poales;Equisetopsida;Poaceae;2705975;Trachéophytes;Angiospermes;Blebleble;Anthoxanthum odoratum L., 1753;Anthoxanthum odoratum L., 1753;Flouve odorante;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/82922;https://inpn.mnhn.fr/espece/cd_nom/82922;82922;82922;3
Apiales;Apiales;Equisetopsida;Apiaceae;6027128;Trachéophytes;Angiospermes;Blebleble;Sanicula europaea L., 1753;Sanicula europaea L., 1753;Sanicle d'Europe, Herbe aux chênes;Apiales;;ES;Plantae;Saniculoideae;;https://taxref.mnhn.fr/taxref-web/taxa/120772;https://inpn.mnhn.fr/espece/cd_nom/120772;120772;120772;3
Poales;Poales;Equisetopsida;Poaceae;8295011;Trachéophytes;Angiospermes;Blebleble;Schedonorus arundinaceus (Schreb.) Dumort., 1824;Schedonorus arundinaceus (Schreb.) Dumort., 1824;Schédonore roseau, Fétuque roseau, Fétuque faux roseau;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/717533;https://inpn.mnhn.fr/espece/cd_nom/717533;717533;717533;3
Lamiales;Lamiales;Equisetopsida;Lamiaceae;2926557;Trachéophytes;Angiospermes;Blebleble;Glechoma hederacea L., 1753;Glechoma hederacea L., 1753;Gléchome lierre terrestre, Lierre terrestre, Gléchome lierre;Lamiales;;ES;Plantae;Nepetoideae;Mentheae;https://taxref.mnhn.fr/taxref-web/taxa/100310;https://inpn.mnhn.fr/espece/cd_nom/100310;100310;100310;3
Lamiales;Lamiales;Equisetopsida;Orobanchaceae;5708909;Trachéophytes;Angiospermes;Blebleble;Odontites vernus subsp. serotinus (Coss. & Germ.) Corb., 1894;Odontites vernus subsp. serotinus (Coss. & Germ.) Corb., 1894;Odontite tardif, Odontitès tardif;Lamiales;;SSES;Plantae;;Rhinantheae;https://taxref.mnhn.fr/taxref-web/taxa/138136;https://inpn.mnhn.fr/espece/cd_nom/138136;138136;138136;3
Myrtales;Myrtales;Equisetopsida;Onagraceae;7915783;Trachéophytes;Angiospermes;Blebleble;Oenothera x fallax Renner, 1917;Oenothera x fallax Renner, 1917;Onagre trompeuse;Myrtales;;ES;Plantae;Onagroideae;Onagreae;https://taxref.mnhn.fr/taxref-web/taxa/109980;https://inpn.mnhn.fr/espece/cd_nom/109980;109980;109980;3
Solanales;Solanales;Equisetopsida;Convolvulaceae;6430272;Trachéophytes;Angiospermes;Blebleble;Convolvulus sepium L., 1753;Convolvulus sepium L., 1753;Liseron des haies, Liset, Calystégie des haies;Solanales;;ES;Plantae;Convolvuloideae;Convolvuleae;https://taxref.mnhn.fr/taxref-web/taxa/92353;https://inpn.mnhn.fr/espece/cd_nom/92353;92353;92353;3
Malpighiales;Malpighiales;Equisetopsida;Hypericaceae;6436469;Trachéophytes;Angiospermes;Blebleble;Hypericum tetrapterum Fr., 1823;Hypericum tetrapterum Fr., 1823;Millepertuis à quatre ailes, Millepertuis à quatre angles;Malpighiales;;ES;Plantae;;Hypericeae;https://taxref.mnhn.fr/taxref-web/taxa/103329;https://inpn.mnhn.fr/espece/cd_nom/103329;103329;103329;3
Lamiales;Lamiales;Equisetopsida;Plantaginaceae;7893396;Trachéophytes;Angiospermes;Blebleble;Kickxia elatine subsp. elatine (L.) Dumort., 1827;Kickxia elatine (L.) Dumort., 1827;Kickxie élatine, Velvote, Linaire élatine;Lamiales;;SSES;Plantae;;Antirrhineae;https://taxref.mnhn.fr/taxref-web/taxa/136995;https://inpn.mnhn.fr/espece/cd_nom/136995;136995;104502;3
Caryophyllales;Caryophyllales;Equisetopsida;Amaranthaceae;8971274;Trachéophytes;Angiospermes;Blebleble;Beta vulgaris L., 1753;Beta vulgaris L., 1753;Betterave commune, Bette, Betterave à sucre, Betterage fourragère, Betterave rouge, Betterave sucrière, Poirée;Caryophyllales;;ES;Plantae;Betoideae;;https://taxref.mnhn.fr/taxref-web/taxa/85820;https://inpn.mnhn.fr/espece/cd_nom/85820;85820;85820;3
Poales;Poales;Equisetopsida;Poaceae;2705308;Trachéophytes;Angiospermes;Blebleble;Dactylis glomerata L., 1753;Dactylis glomerata L., 1753;Dactyle aggloméré, Pied-de-poule;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/94207;https://inpn.mnhn.fr/espece/cd_nom/94207;94207;94207;3
Rosales;Rosales;Equisetopsida;Rosaceae;;Trachéophytes;Angiospermes;Blebleble;Prunus spinosa var. spinosa L., 1753;Prunus spinosa var. spinosa L., 1753;;Rosales;;VAR;Plantae;Amygdaloideae;Amygdaleae;https://taxref.mnhn.fr/taxref-web/taxa/952124;https://inpn.mnhn.fr/espece/cd_nom/952124;952124;952124;3
Poales;Poales;Equisetopsida;Poaceae;5289590;Trachéophytes;Angiospermes;Blebleble;Vulpia myuros (L.) C.C.Gmel., 1805;Vulpia myuros (L.) C.C.Gmel., 1805;Vulpie queue-de-rat, Vulpie queue-de-souris;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/130028;https://inpn.mnhn.fr/espece/cd_nom/130028;130028;130028;3
Asterales;Asterales;Equisetopsida;Asteraceae;3113784;Trachéophytes;Angiospermes;Blebleble;Cirsium dissectum (L.) Hill, 1768;Cirsium dissectum (L.) Hill, 1768;Cirse découpé, Cirse des prairies, Cirse anglais, Cirse d'Angleterre;Asterales;;ES;Plantae;Carduoideae;Cardueae;https://taxref.mnhn.fr/taxref-web/taxa/91322;https://inpn.mnhn.fr/espece/cd_nom/91322;91322;91322;3
Charales;Charales;Charophyceae;Characeae;5270674;Algues;Chlorophytes et Charophytes;Blebleble;Chara aspera Willd., 1809;Chara aspera Willd., 1809;;Charales;Charophyta;ES;Plantae;;Chareae;https://taxref.mnhn.fr/taxref-web/taxa/73533;https://inpn.mnhn.fr/espece/cd_nom/73533;73533;73533;4
Rosales;Rosales;Equisetopsida;Rosaceae;3023221;Trachéophytes;Angiospermes;Blebleble;Prunus spinosa L., 1753;Prunus spinosa L., 1753;Prunier épineux, Épine noire, Prunellier, Pelossier;Rosales;;ES;Plantae;Amygdaloideae;Amygdaleae;https://taxref.mnhn.fr/taxref-web/taxa/116142;https://inpn.mnhn.fr/espece/cd_nom/116142;116142;116142;3
Asterales;Asterales;Equisetopsida;Asteraceae;3149879;Trachéophytes;Angiospermes;Blebleble;Tussilago farfara L., 1753;Tussilago farfara L., 1753;Tussilage pas-d'âne, Tussilage, Pas-d'âne, Herbe de Saint-Quirin;Asterales;;ES;Plantae;Asteroideae;Senecioneae;https://taxref.mnhn.fr/taxref-web/taxa/128042;https://inpn.mnhn.fr/espece/cd_nom/128042;128042;128042;3
Malvales;Malvales;Equisetopsida;Cistaceae;2874068;Trachéophytes;Angiospermes;Blebleble;Helianthemum Mill., 1754;Helianthemum Mill., 1754;Hélianthème;Malvales;;GN;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/939319;;939319;939319;3
Alismatales;Alismatales;Equisetopsida;Araceae;5330580;Trachéophytes;Angiospermes;Blebleble;Arum maculatum L., 1753;Arum maculatum L., 1753;Gouet tacheté, Arum maculé, Arum tacheté, Gouet maculé;Alismatales;;ES;Plantae;Aroideae;Areae;https://taxref.mnhn.fr/taxref-web/taxa/84112;https://inpn.mnhn.fr/espece/cd_nom/84112;84112;84112;3
Malpighiales;Malpighiales;Equisetopsida;Salicaceae;8190077;Trachéophytes;Angiospermes;Blebleble;Populus x canadensis Moench, 1785;Populus x canadensis Moench, 1785;Peuplier du Canada, Peuplier hybride euraméricain;Malpighiales;;ES;Plantae;Salicoideae;;https://taxref.mnhn.fr/taxref-web/taxa/115167;https://inpn.mnhn.fr/espece/cd_nom/115167;115167;115167;3
Asterales;Asterales;Equisetopsida;Asteraceae;3120946;Trachéophytes;Angiospermes;Blebleble;Artemisia vulgaris L., 1753;Artemisia vulgaris L., 1753;Armoise commune, Herbe de feu;Asterales;;ES;Plantae;Asteroideae;Anthemideae;https://taxref.mnhn.fr/taxref-web/taxa/84061;https://inpn.mnhn.fr/espece/cd_nom/84061;84061;84061;3
Asterales;Asterales;Equisetopsida;Asteraceae;3140320;Trachéophytes;Angiospermes;Blebleble;Lactuca muralis (L.) Gaertn., 1791;Lactuca muralis (L.) Gaertn., 1791;Laitue des murs, Mycélide des murs, Mycélis des murs, Pendrille;Asterales;;ES;Plantae;Cichorioideae;Cichorieae;https://taxref.mnhn.fr/taxref-web/taxa/610995;https://inpn.mnhn.fr/espece/cd_nom/610995;610995;610995;3
Hypnales;Hypnales;Equisetopsida;Brachytheciaceae;2682836;Bryophytes;Mousses;Blebleble;Pseudoscleropodium purum (Hedw.) M.Fleisch., 1923;Pseudoscleropodium purum (Hedw.) M.Fleisch., 1923;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/5922;https://inpn.mnhn.fr/espece/cd_nom/5922;5922;5922;3
Brassicales;Brassicales;Equisetopsida;Brassicaceae;5708780;Trachéophytes;Angiospermes;Blebleble;Barbarea vulgaris W.T.Aiton, 1812;Barbarea vulgaris W.T.Aiton, 1812;Barbarée commune, Herbe de Sainte-Barbe;Brassicales;;ES;Plantae;Brassicoideae;Cardamineae;https://taxref.mnhn.fr/taxref-web/taxa/761965;https://inpn.mnhn.fr/espece/cd_nom/761965;761965;761965;3
Charales;Charales;Charophyceae;Characeae;8782;Algues;Chlorophytes et Charophytes;Blebleble;Characeae Gray, 1821;Characeae Gray, 1821;;Charales;Charophyta;FM;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/187104;;187104;187104;4
Caryophyllales;Caryophyllales;Equisetopsida;Polygonaceae;6391150;Trachéophytes;Angiospermes;Blebleble;Persicaria minor (Huds.) Opiz, 1852;Persicaria minor (Huds.) Opiz, 1852;Persicaire mineure, Petite renouée, Petite persicaire, Renouée fluette, Renouée mineure;Caryophyllales;;ES;Plantae;Polygonoideae;Persicarieae;https://taxref.mnhn.fr/taxref-web/taxa/112746;https://inpn.mnhn.fr/espece/cd_nom/112746;112746;112746;3
Fabales;Fabales;Equisetopsida;Fabaceae;7068169;Trachéophytes;Angiospermes;Blebleble;Medicago sativa subsp. sativa L., 1753;Medicago sativa subsp. sativa L., 1753;Luzerne cultivée;Fabales;;SSES;Plantae;Papilionoideae;;https://taxref.mnhn.fr/taxref-web/taxa/137673;https://inpn.mnhn.fr/espece/cd_nom/137673;137673;137673;3
Geraniales;Geraniales;Equisetopsida;Geraniaceae;2890668;Trachéophytes;Angiospermes;Blebleble;Geranium robertianum L., 1753;Geranium robertianum L., 1753;Géranium herbe-à-Robert, Géranium Robert, Herbe tangue;Geraniales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/100142;https://inpn.mnhn.fr/espece/cd_nom/100142;100142;100142;3
Poales;Poales;Equisetopsida;Cyperaceae;2723371;Trachéophytes;Angiospermes;Blebleble;Carex paniculata L., 1755;Carex paniculata L., 1755;Laîche paniculée;Poales;;ES;Plantae;Cyperoideae;Cariceae;https://taxref.mnhn.fr/taxref-web/taxa/88753;https://inpn.mnhn.fr/espece/cd_nom/88753;88753;88753;3
Caryophyllales;Caryophyllales;Equisetopsida;Caryophyllaceae;3085434;Trachéophytes;Angiospermes;Blebleble;Cerastium semidecandrum L., 1753;Cerastium semidecandrum L., 1753;Céraiste à cinq étami étamines, Céraiste variable;Caryophyllales;;ES;Plantae;;Alsineae;https://taxref.mnhn.fr/taxref-web/taxa/90091;https://inpn.mnhn.fr/espece/cd_nom/90091;90091;90091;3
Lamiales;Lamiales;Equisetopsida;Plantaginaceae;3172047;Trachéophytes;Angiospermes;Blebleble;Veronica L., 1753;Veronica L., 1753;Véronique;Lamiales;;GN;Plantae;;Veroniceae;https://taxref.mnhn.fr/taxref-web/taxa/198883;;198883;198883;7
Poales;Poales;Equisetopsida;Cyperaceae;2724925;Trachéophytes;Angiospermes;Blebleble;Carex nigra (L.) Reichard, 1778;Carex nigra (L.) Reichard, 1778;Laîche noire, Laîche commune, Laîche vulgaire;Poales;;ES;Plantae;Cyperoideae;Cariceae;https://taxref.mnhn.fr/taxref-web/taxa/88720;https://inpn.mnhn.fr/espece/cd_nom/88720;88720;88720;3
Dipsacales;Dipsacales;Equisetopsida;Caprifoliaceae;2888811;Trachéophytes;Angiospermes;Blebleble;Succisa pratensis Moench, 1794;Succisa pratensis Moench, 1794;Succise des prés, Herbe-du-diable, Mors-du-diable;Dipsacales;;ES;Plantae;Dipsacoideae;;https://taxref.mnhn.fr/taxref-web/taxa/125295;https://inpn.mnhn.fr/espece/cd_nom/125295;125295;125295;3
Dipsacales;Dipsacales;Equisetopsida;Caprifoliaceae;8082448;Trachéophytes;Angiospermes;Blebleble;Lonicera periclymenum subsp. periclymenum L., 1753;Lonicera periclymenum subsp. periclymenum L., 1753;Chèvrefeuille des bois, Chèvrefeuille grimpant;Dipsacales;;SSES;Plantae;Caprifolioideae;;https://taxref.mnhn.fr/taxref-web/taxa/137432;https://inpn.mnhn.fr/espece/cd_nom/137432;137432;137432;3
Poales;Poales;Equisetopsida;Poaceae;8206929;Trachéophytes;Angiospermes;Blebleble;Festuca arenaria Osbeck, 1788;Festuca arenaria Osbeck, 1788;Fétuque des sables;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/98072;https://inpn.mnhn.fr/espece/cd_nom/98072;98072;98072;3
Malpighiales;Malpighiales;Equisetopsida;Hypericaceae;7330057;Trachéophytes;Angiospermes;Blebleble;Hypericum x desetangsii nothosubsp. desetangsii Lamotte, 1874;Hypericum x desetangsii nothosubsp. desetangsii Lamotte, 1874;Millepertuis de Des Étangs;Malpighiales;;SSES;Plantae;;Hypericeae;https://taxref.mnhn.fr/taxref-web/taxa/718364;https://inpn.mnhn.fr/espece/cd_nom/718364;718364;718364;3
Hypnales;Hypnales;Equisetopsida;Hylocomiaceae;2679707;Bryophytes;Mousses;Blebleble;Rhytidiadelphus squarrosus (Hedw.) Warnst., 1906;Rhytidiadelphus squarrosus (Hedw.) Warnst., 1906;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/6115;https://inpn.mnhn.fr/espece/cd_nom/6115;6115;6115;3
Lamiales;Lamiales;Equisetopsida;Plantaginaceae;5415020;Trachéophytes;Angiospermes;Blebleble;Linaria vulgaris Mill., 1768;Linaria vulgaris Mill., 1768;Linaire commune;Lamiales;;ES;Plantae;;Antirrhineae;https://taxref.mnhn.fr/taxref-web/taxa/106234;https://inpn.mnhn.fr/espece/cd_nom/106234;106234;106234;3
Asterales;Asterales;Equisetopsida;Asteraceae;5386897;Trachéophytes;Angiospermes;Blebleble;Tragopogon pratensis L., 1753;Tragopogon pratensis L., 1753;Salsifis des prés;Asterales;;ES;Plantae;Cichorioideae;Cichorieae;https://taxref.mnhn.fr/taxref-web/taxa/127029;https://inpn.mnhn.fr/espece/cd_nom/127029;127029;127029;3
Poales;Poales;Equisetopsida;Poaceae;5290029;Trachéophytes;Angiospermes;Blebleble;Spartina anglica C.E.Hubb., 1978;Sporobolus anglicus (C.E.Hubb.) P.M.Peterson & Saarela, 2014;Spartine d'Angleterre, Spartine anglaise, Sporobole d'Angleterre, Sporobole anglais;Poales;;ES;Plantae;Chloridoideae;Zoysieae;https://taxref.mnhn.fr/taxref-web/taxa/124425;https://inpn.mnhn.fr/espece/cd_nom/124425;124425;1015862;3
Poales;Poales;Equisetopsida;Cyperaceae;7227136;Trachéophytes;Angiospermes;Blebleble;Carex flacca subsp. flacca Schreb., 1771;Carex flacca subsp. flacca Schreb., 1771;Laîche glauque;Poales;;SSES;Plantae;Cyperoideae;Cariceae;https://taxref.mnhn.fr/taxref-web/taxa/132707;https://inpn.mnhn.fr/espece/cd_nom/132707;132707;132707;3
Lamiales;Lamiales;Equisetopsida;Lentibulariaceae;5415065;Trachéophytes;Angiospermes;Blebleble;Pinguicula vulgaris L., 1753;Pinguicula vulgaris L., 1753;Grassette commune, Grassette vulgaire;Lamiales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/113639;https://inpn.mnhn.fr/espece/cd_nom/113639;113639;113639;3
Poales;Poales;Equisetopsida;Poaceae;6449111;Trachéophytes;Angiospermes;Blebleble;Poa nemoralis subsp. nemoralis L., 1753;Poa nemoralis subsp. nemoralis L., 1753;Pâturin des bois, Pâturin des forêts;Poales;;SSES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/138998;https://inpn.mnhn.fr/espece/cd_nom/138998;138998;138998;3
Ranunculales;Ranunculales;Equisetopsida;Ranunculaceae;3033464;Trachéophytes;Angiospermes;Blebleble;Ranunculus aquatilis L., 1753;Ranunculus aquatilis L., 1753;Renoncule aquatique;Ranunculales;;ES;Plantae;Ranunculoideae;Ranunculeae;https://taxref.mnhn.fr/taxref-web/taxa/116928;https://inpn.mnhn.fr/espece/cd_nom/116928;116928;116928;2
Poales;Poales;Equisetopsida;Typhaceae;4246;Trachéophytes;Angiospermes;Blebleble;Typhaceae Juss., 1789;Typhaceae Juss., 1789;Typhacées;Poales;;FM;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/627447;;627447;627447;8
Rosales;Rosales;Equisetopsida;Urticaceae;5361815;Trachéophytes;Angiospermes;Blebleble;Urtica urens L., 1753;Urtica urens L., 1753;Ortie brûlante, Ortie grièche, Petite ortie;Rosales;;ES;Plantae;;Urticeae;https://taxref.mnhn.fr/taxref-web/taxa/128298;https://inpn.mnhn.fr/espece/cd_nom/128298;128298;128298;3
Gentianales;Gentianales;Equisetopsida;Rubiaceae;6288903;Trachéophytes;Angiospermes;Blebleble;Galium verum var. maritimum DC., 1805;Galium verum var. maritimum DC., 1805;Gaillet maritime;Gentianales;;VAR;Plantae;Rubioideae;Rubieae;https://taxref.mnhn.fr/taxref-web/taxa/147341;https://inpn.mnhn.fr/espece/cd_nom/147341;147341;147341;3
Asterales;Asterales;Equisetopsida;Asteraceae;3148340;Trachéophytes;Angiospermes;Blebleble;Inula helenium L., 1753;Inula helenium L., 1753;Inule aunée, Grande aunée, Inule hélénie;Asterales;;ES;Plantae;Asteroideae;Inuleae;https://taxref.mnhn.fr/taxref-web/taxa/103627;https://inpn.mnhn.fr/espece/cd_nom/103627;103627;103627;3
Bryales;Bryales;Equisetopsida;Mniaceae;2677622;Bryophytes;Mousses;Blebleble;Plagiomnium undulatum (Hedw.) T.J.Kop., 1968;Plagiomnium undulatum (Hedw.) T.J.Kop., 1968;;Bryales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/4946;https://inpn.mnhn.fr/espece/cd_nom/4946;4946;4946;3
