Afficher Niveau;Afficher Niveau good;Classe;Famille;Gbif Id;Group1 Inpn;Group2 Inpn;Group3 Inpn;Nom Complet;Nom Valide;Nom Vern;Ordre;Phylum;Rang;Regne;Sous Famille;Tribu;URL;Url Inpn;Cd Nom;CD REF (taxonomie);Habitat
Amphipoda;Animalia;Malacostraca;Talitridae;2218546;Arthropodes;Crustacés;Amphipodes;Talitrus saltator (Montagu, 1808);Talitrus saltator (Montagu, 1808);Puce de mer (La), Talitre (La);Amphipoda;Arthropoda;ES;Animalia;Talitrinae;;https://taxref.mnhn.fr/taxref-web/taxa/18733;https://inpn.mnhn.fr/espece/cd_nom/18733;18733;18733;1
Isopoda;Animalia;Malacostraca;Porcellionidae;2211355;Arthropodes;Crustacés;Isopodes;Porcellionides pruinosus (Brandt, 1833);Porcellionides pruinosus (Brandt, 1833);;Isopoda;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/237102;https://inpn.mnhn.fr/espece/cd_nom/237102;237102;237102;3
Isopoda;Animalia;Malacostraca;Trichoniscidae;2207872;Arthropodes;Crustacés;Isopodes;Trichoniscus pusillus Brandt, 1833;Trichoniscus pusillus Brandt, 1833;;Isopoda;Arthropoda;ES;Animalia;Trichoniscinae;;https://taxref.mnhn.fr/taxref-web/taxa/237211;https://inpn.mnhn.fr/espece/cd_nom/237211;237211;237211;3
Isopoda;Animalia;Malacostraca;Armadillidiidae;2203739;Arthropodes;Crustacés;Isopodes;Armadillidium nasatum Budde-Lund, 1885;Armadillidium nasatum Budde-Lund, 1885;;Isopoda;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/699887;https://inpn.mnhn.fr/espece/cd_nom/699887;699887;699887;3
Isopoda;Animalia;Malacostraca;Trichoniscidae;2207918;Arthropodes;Crustacés;Isopodes;Trichoniscus provisorius Racovitza, 1908;Trichoniscus provisorius Racovitza, 1908;;Isopoda;Arthropoda;ES;Animalia;Trichoniscinae;;https://taxref.mnhn.fr/taxref-web/taxa/237210;https://inpn.mnhn.fr/espece/cd_nom/237210;237210;237210;3
Isopoda;Animalia;Malacostraca;Porcellionidae;6284504;Arthropodes;Crustacés;Isopodes;Porcellio spinicornis Say, 1818;Porcellio spinicornis Say, 1818;;Isopoda;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/310959;https://inpn.mnhn.fr/espece/cd_nom/310959;310959;310959;3
Lithobiomorpha;Animalia;Chilopoda;Lithobiidae;2230246;Arthropodes;Myriapodes;Chilopodes;Lithobius forficatus (Linnaeus, 1758);Lithobius forficatus (Linnaeus, 1758);Lithobie à pinces;Lithobiomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/234449;https://inpn.mnhn.fr/espece/cd_nom/234449;234449;234449;3
Lithobiomorpha;Animalia;Chilopoda;Lithobiidae;2230166;Arthropodes;Myriapodes;Chilopodes;Lithobius melanops Newport, 1845;Lithobius melanops Newport, 1845;Lithobie masqué;Lithobiomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/234456;https://inpn.mnhn.fr/espece/cd_nom/234456;234456;234456;3
Lithobiomorpha;Animalia;Chilopoda;Lithobiidae;2229649;Arthropodes;Myriapodes;Chilopodes;Lithobius crassipes L. Koch, 1862;Lithobius crassipes L. Koch, 1862;Lithobie à pattes épaisses;Lithobiomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/234478;https://inpn.mnhn.fr/espece/cd_nom/234478;234478;234478;3
Lithobiomorpha;Animalia;Chilopoda;Lithobiidae;2229915;Arthropodes;Myriapodes;Chilopodes;Lithobius microps Meinert, 1868;Lithobius microps Meinert, 1868;Lithobie minuscule;Lithobiomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/234481;https://inpn.mnhn.fr/espece/cd_nom/234481;234481;234481;3
Scolopendromorpha;Animalia;Chilopoda;Cryptopidae;5179309;Arthropodes;Myriapodes;Chilopodes;Cryptops hortensis (Donovan, 1810);Cryptops hortensis (Donovan, 1810);;Scolopendromorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/227753;https://inpn.mnhn.fr/espece/cd_nom/227753;227753;227753;3
Geophilomorpha;Animalia;Chilopoda;Dignathodontidae;2233051;Arthropodes;Myriapodes;Chilopodes;Henia vesuviana (Newport, 1844);Henia vesuviana (Newport, 1844);Hénia commune;Geophilomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/227762;https://inpn.mnhn.fr/espece/cd_nom/227762;227762;227762;3
Isopoda;Animalia;Malacostraca;Ligiidae;5175631;Arthropodes;Crustacés;Isopodes;Ligia oceanica (Linnaeus, 1767);Ligia oceanica (Linnaeus, 1767);Ligie océanique (La), Ligie des rivages (La), Pou de mer (Le);Isopoda;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/18777;https://inpn.mnhn.fr/espece/cd_nom/18777;18777;18777;3
Geophilomorpha;Animalia;Chilopoda;Geophilidae;2233674;Arthropodes;Myriapodes;Chilopodes;Geophilus electricus (Linnaeus, 1758);Geophilus electricus (Linnaeus, 1758);Géophile électrique;Geophilomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/227771;https://inpn.mnhn.fr/espece/cd_nom/227771;227771;227771;3
Geophilomorpha;Animalia;Chilopoda;Geophilidae;2233687;Arthropodes;Myriapodes;Chilopodes;Geophilus flavus (De Geer, 1778);Geophilus flavus (De Geer, 1778);Géophile jaune;Geophilomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/227772;https://inpn.mnhn.fr/espece/cd_nom/227772;227772;227772;3
Geophilomorpha;Animalia;Chilopoda;Geophilidae;2233732;Arthropodes;Myriapodes;Chilopodes;Geophilus truncorum Bergsö & Meinert, 1866;Geophilus truncorum Bergsö & Meinert, 1866;Geophile tronqué;Geophilomorpha;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/227786;https://inpn.mnhn.fr/espece/cd_nom/227786;227786;227786;3
Isopoda;Animalia;Malacostraca;Asellidae;;Arthropodes;Crustacés;Isopodes;Asellus aquaticus (Linnaeus, 1758);Asellus aquaticus (Linnaeus, 1758);Aselle aquatique (L'), Aselle d'eau douce (L'), Aselle ordinaire (L');Isopoda;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/18761;https://inpn.mnhn.fr/espece/cd_nom/18761;18761;18761;4
Isopoda;Animalia;Malacostraca;Asellidae;2206247;Arthropodes;Crustacés;Isopodes;Asellus (Asellus) aquaticus (Linnaeus, 1758);Asellus aquaticus (Linnaeus, 1758);Aselle aquatique (L'), Aselle d'eau douce (L'), Aselle ordinaire (L');Isopoda;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/544258;https://inpn.mnhn.fr/espece/cd_nom/544258;544258;18761;4
Isopoda;Animalia;Malacostraca;Trichoniscidae;2208095;Arthropodes;Crustacés;Isopodes;Androniscus dentiger Verhoeff, 1908;Androniscus dentiger Verhoeff, 1908;;Isopoda;Arthropoda;ES;Animalia;Trichoniscinae;;https://taxref.mnhn.fr/taxref-web/taxa/237120;https://inpn.mnhn.fr/espece/cd_nom/237120;237120;237120;3
Isopoda;Animalia;Malacostraca;Armadillidiidae;4416696;Arthropodes;Crustacés;Isopodes;Armadillidium nasutum Budde-Lund, 1885;Armadillidium nasatum Budde-Lund, 1885;;Isopoda;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/237021;https://inpn.mnhn.fr/espece/cd_nom/237021;237021;699887;3
Stylommatophora;Animalia;Gastropoda;Truncatellinidae;5781039;Mollusques;Gastéropodes;Blebleble;Columella edentula (Draparnaud, 1805);Columella edentula (Draparnaud, 1805);Columelle édentée;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/163008;https://inpn.mnhn.fr/espece/cd_nom/163008;163008;163008;3
Stylommatophora;Animalia;Gastropoda;Helicidae;6098956;Mollusques;Gastéropodes;Blebleble;Cepaea nemoralis nemoralis (Linnaeus, 1758);Cepaea nemoralis nemoralis (Linnaeus, 1758);Escargot des haies;Stylommatophora;Mollusca;SSES;Animalia;Helicinae;Allognathini;https://taxref.mnhn.fr/taxref-web/taxa/163387;https://inpn.mnhn.fr/espece/cd_nom/163387;163387;163387;3
Ellobiida;Animalia;Gastropoda;Ellobiidae;2291066;Mollusques;Gastéropodes;Blebleble;Carychium minimum O.F. Müller, 1774;Carychium minimum O.F. Müller, 1774;Auriculette naine;Ellobiida;Mollusca;ES;Animalia;Carychiinae;;https://taxref.mnhn.fr/taxref-web/taxa/64035;https://inpn.mnhn.fr/espece/cd_nom/64035;64035;64035;3
Stylommatophora;Animalia;Gastropoda;Agriolimacidae;5781358;Mollusques;Gastéropodes;Blebleble;Deroceras laeve (O.F. Müller, 1774);Deroceras laeve (O.F. Müller, 1774);Loche des marais;Stylommatophora;Mollusca;ES;Animalia;Agriolimacinae;;https://taxref.mnhn.fr/taxref-web/taxa/64205;https://inpn.mnhn.fr/espece/cd_nom/64205;64205;64205;3
Stylommatophora;Animalia;Gastropoda;Oxychilidae;5778485;Mollusques;Gastéropodes;Blebleble;Oxychilus navarricus helveticus (Blum, 1881);Oxychilus navarricus helveticus (Blum, 1881);Luisant des bois;Stylommatophora;Mollusca;SSES;Animalia;Oxychilinae;;https://taxref.mnhn.fr/taxref-web/taxa/163128;https://inpn.mnhn.fr/espece/cd_nom/163128;163128;163128;3
Stylommatophora;Animalia;Gastropoda;Vertiginidae;4567182;Mollusques;Gastéropodes;Blebleble;Vertigo angustior Jeffreys, 1830;Vertigo angustior Jeffreys, 1830;Vertigo étroit;Stylommatophora;Mollusca;ES;Animalia;Vertigininae;;https://taxref.mnhn.fr/taxref-web/taxa/64140;https://inpn.mnhn.fr/espece/cd_nom/64140;64140;64140;3
Stylommatophora;Animalia;Gastropoda;Geomitridae;4562917;Mollusques;Gastéropodes;Blebleble;Cochlicella acuta (O.F. Müller, 1774);Cochlicella acuta (O.F. Müller, 1774);Cornet étroit;Stylommatophora;Mollusca;ES;Animalia;Geomitrinae;Cochlicellini;https://taxref.mnhn.fr/taxref-web/taxa/64253;https://inpn.mnhn.fr/espece/cd_nom/64253;64253;64253;3
Stylommatophora;Animalia;Gastropoda;Succineidae;2297206;Mollusques;Gastéropodes;Blebleble;Succinea putris (Linnaeus, 1758);Succinea putris (Linnaeus, 1758);Ambrette amphibie;Stylommatophora;Mollusca;ES;Animalia;Succineinae;;https://taxref.mnhn.fr/taxref-web/taxa/64169;https://inpn.mnhn.fr/espece/cd_nom/64169;64169;64169;3
Stylommatophora;Animalia;Gastropoda;Pupillidae;5190466;Mollusques;Gastéropodes;Blebleble;Pupilla muscorum (Linnaeus, 1758);Pupilla muscorum (Linnaeus, 1758);Maillot des mousses;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64137;https://inpn.mnhn.fr/espece/cd_nom/64137;64137;64137;3
Ellobiida;Animalia;Gastropoda;Ellobiidae;2297460;Mollusques;Gastéropodes;Blebleble;Myosotella myosotis (Draparnaud, 1801);Myosotella myosotis (Draparnaud, 1801);Grande ellobie;Ellobiida;Mollusca;ES;Animalia;Pythiinae;;https://taxref.mnhn.fr/taxref-web/taxa/162924;https://inpn.mnhn.fr/espece/cd_nom/162924;162924;162924;5
Stylommatophora;Animalia;Gastropoda;Helicidae;5858758;Mollusques;Gastéropodes;Blebleble;Cornu aspersum (O.F. Müller, 1774);Cornu aspersum (O.F. Müller, 1774);Escargot petit-gris;Stylommatophora;Mollusca;ES;Animalia;Helicinae;Thebini;https://taxref.mnhn.fr/taxref-web/taxa/199863;https://inpn.mnhn.fr/espece/cd_nom/199863;199863;199863;3
Stylommatophora;Animalia;Gastropoda;Enidae;4566417;Mollusques;Gastéropodes;Blebleble;Merdigera obscura (O.F. Müller, 1774);Merdigera obscura (O.F. Müller, 1774);Bulime boueux;Stylommatophora;Mollusca;ES;Animalia;Eninae;Multidentulini;https://taxref.mnhn.fr/taxref-web/taxa/163029;https://inpn.mnhn.fr/espece/cd_nom/163029;163029;163029;3
Stylommatophora;Animalia;Gastropoda;Geomitridae;9805907;Mollusques;Gastéropodes;Blebleble;Cernuella virgata (Da Costa, 1778);Cernuella virgata (Da Costa, 1778);Caragouille globuleuse;Stylommatophora;Mollusca;ES;Animalia;Helicellinae;Cernuellini;https://taxref.mnhn.fr/taxref-web/taxa/61766;https://inpn.mnhn.fr/espece/cd_nom/61766;61766;61766;3
Stylommatophora;Animalia;Gastropoda;Hygromiidae;5780449;Mollusques;Gastéropodes;Blebleble;Monacha cartusiana (O.F. Müller, 1774);Monacha cartusiana (O.F. Müller, 1774);Petit moine;Stylommatophora;Mollusca;ES;Animalia;Trochulininae;Monachaini;https://taxref.mnhn.fr/taxref-web/taxa/163256;https://inpn.mnhn.fr/espece/cd_nom/163256;163256;163256;3
Stylommatophora;Animalia;Gastropoda;Helicidae;5190508;Mollusques;Gastéropodes;Blebleble;Helix aspersa O.F. Müller, 1774;Cornu aspersum (O.F. Müller, 1774);Escargot petit-gris;Stylommatophora;Mollusca;ES;Animalia;Helicinae;Thebini;https://taxref.mnhn.fr/taxref-web/taxa/64254;https://inpn.mnhn.fr/espece/cd_nom/64254;64254;199863;3
Stylommatophora;Animalia;Gastropoda;Geomitridae;9890104;Mollusques;Gastéropodes;Blebleble;Xeroplexa intersecta (Poiret, 1801);Xeroplexa intersecta (Poiret, 1801);Hélicette carénée;Stylommatophora;Mollusca;ES;Animalia;Helicellinae;Helicellini;https://taxref.mnhn.fr/taxref-web/taxa/885038;https://inpn.mnhn.fr/espece/cd_nom/885038;885038;885038;3
Stylommatophora;Animalia;Gastropoda;Helicidae;2294287;Mollusques;Gastéropodes;Blebleble;Helix pomatia Linnaeus, 1758;Helix pomatia Linnaeus, 1758;Escargot de Bourgogne;Stylommatophora;Mollusca;ES;Animalia;Helicinae;Helicini;https://taxref.mnhn.fr/taxref-web/taxa/64260;https://inpn.mnhn.fr/espece/cd_nom/64260;64260;64260;3
Sphaeriida;Animalia;Bivalvia;Sphaeriidae;2286717;Mollusques;Bivalves;Blebleble;Musculium lacustre (O.F. Müller, 1774);Sphaerium lacustre (O.F. Müller, 1774);Cyclade de vase;Sphaeriida;Mollusca;ES;Animalia;Sphaeriinae;;https://taxref.mnhn.fr/taxref-web/taxa/64652;https://inpn.mnhn.fr/espece/cd_nom/64652;64652;528528;2
Littorinimorpha;Animalia;Gastropoda;Bithyniidae;2299854;Mollusques;Gastéropodes;Blebleble;Bithynia tentaculata (Linnaeus, 1758);Bithynia tentaculata (Linnaeus, 1758);Bithynie commune;Littorinimorpha;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/62188;https://inpn.mnhn.fr/espece/cd_nom/62188;62188;62188;2
Littorinimorpha;Animalia;Gastropoda;Bithyniidae;5778074;Mollusques;Gastéropodes;Blebleble;Bithynia leachii (Sheppard, 1823);Bithynia leachii (Sheppard, 1823);Bithynie nordique;Littorinimorpha;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/62189;https://inpn.mnhn.fr/espece/cd_nom/62189;62189;62189;2
Stylommatophora;Animalia;Gastropoda;Helicidae;2294277;Mollusques;Gastéropodes;Blebleble;Theba pisana (O.F. Müller, 1774);Theba pisana (O.F. Müller, 1774);Caragouille rosée;Stylommatophora;Mollusca;ES;Animalia;Helicinae;Thebini;https://taxref.mnhn.fr/taxref-web/taxa/64233;https://inpn.mnhn.fr/espece/cd_nom/64233;64233;64233;3
Stylommatophora;Animalia;Gastropoda;Helicidae;4563504;Mollusques;Gastéropodes;Blebleble;Theba pisana pisana (O.F. Müller, 1774);Theba pisana pisana (O.F. Müller, 1774);Caragouille rosée;Stylommatophora;Mollusca;SSES;Animalia;Helicinae;Thebini;https://taxref.mnhn.fr/taxref-web/taxa/163385;https://inpn.mnhn.fr/espece/cd_nom/163385;163385;163385;3
Stylommatophora;Animalia;Gastropoda;Vertiginidae;4567215;Mollusques;Gastéropodes;Blebleble;Vertigo moulinsiana (Dupuy, 1849);Vertigo moulinsiana (Dupuy, 1849);Vertigo de Des Moulins;Stylommatophora;Mollusca;ES;Animalia;Vertigininae;;https://taxref.mnhn.fr/taxref-web/taxa/64141;https://inpn.mnhn.fr/espece/cd_nom/64141;64141;64141;3
Stylommatophora;Animalia;Gastropoda;Hygromiidae;7363930;Mollusques;Gastéropodes;Blebleble;Trochulus hispidus (Linnaeus, 1758);Trochulus hispidus (Linnaeus, 1758);Veloutée commune;Stylommatophora;Mollusca;ES;Animalia;Trochulininae;Trochulini;https://taxref.mnhn.fr/taxref-web/taxa/416747;https://inpn.mnhn.fr/espece/cd_nom/416747;416747;416747;3
Stylommatophora;Animalia;Gastropoda;Gastrodontidae;4562549;Mollusques;Gastéropodes;Blebleble;Nesovitrea hammonis (Strøm, 1765);Perpolita hammonis (Strøm, 1765);Luisantine striée;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/163154;https://inpn.mnhn.fr/espece/cd_nom/163154;163154;791731;3
Stylommatophora;Animalia;Gastropoda;Euconulidae;4562865;Mollusques;Gastéropodes;Blebleble;Euconulus praticola (Reinhardt, 1883);Euconulus alderi (J.E. Gray, 1840);Conule brillant;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/163110;https://inpn.mnhn.fr/espece/cd_nom/163110;163110;521613;3
Stylommatophora;Animalia;Gastropoda;Vertiginidae;2293983;Mollusques;Gastéropodes;Blebleble;Vertigo pygmaea (Draparnaud, 1801);Vertigo pygmaea (Draparnaud, 1801);Vertigo commun;Stylommatophora;Mollusca;ES;Animalia;Vertigininae;;https://taxref.mnhn.fr/taxref-web/taxa/163019;https://inpn.mnhn.fr/espece/cd_nom/163019;163019;163019;3
Stylommatophora;Animalia;Gastropoda;Helicidae;2294279;Mollusques;Gastéropodes;Blebleble;Cepaea hortensis (O.F. Müller, 1774);Cepaea hortensis (O.F. Müller, 1774);Escargot des jardins;Stylommatophora;Mollusca;ES;Animalia;Helicinae;Allognathini;https://taxref.mnhn.fr/taxref-web/taxa/64247;https://inpn.mnhn.fr/espece/cd_nom/64247;64247;64247;3
Stylommatophora;Animalia;Gastropoda;Arionidae;2294103;Mollusques;Gastéropodes;Blebleble;Arion rufus (Linnaeus, 1758);Arion ater rufus (Linnaeus, 1758);Grande loche;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64185;https://inpn.mnhn.fr/espece/cd_nom/64185;64185;64177;3
Stylommatophora;Animalia;Gastropoda;Limacidae;2295438;Mollusques;Gastéropodes;Blebleble;Limax maximus Linnaeus, 1758;Limax maximus Linnaeus, 1758;Limace léopard;Stylommatophora;Mollusca;ES;Animalia;Limacinae;;https://taxref.mnhn.fr/taxref-web/taxa/64213;https://inpn.mnhn.fr/espece/cd_nom/64213;64213;64213;3
Stylommatophora;Animalia;Gastropoda;Limacidae;4567609;Mollusques;Gastéropodes;Blebleble;Limax cinereoniger Wolf, 1803;Limax cinereoniger Wolf, 1803;Grande limace;Stylommatophora;Mollusca;ES;Animalia;Limacinae;;https://taxref.mnhn.fr/taxref-web/taxa/64208;https://inpn.mnhn.fr/espece/cd_nom/64208;64208;64208;3
Stylommatophora;Animalia;Gastropoda;Lauriidae;5190459;Mollusques;Gastéropodes;Blebleble;Lauria cylindracea (Da Costa, 1778);Lauria cylindracea (Da Costa, 1778);Maillot commun;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64135;https://inpn.mnhn.fr/espece/cd_nom/64135;64135;64135;3
Stylommatophora;Animalia;Gastropoda;Clausiliidae;4571003;Mollusques;Gastéropodes;Blebleble;Clausilia bidentata bidentata (Strøm, 1765);Clausilia bidentata bidentata (Strøm, 1765);Clausilie commune;Stylommatophora;Mollusca;SSES;Animalia;Clausiliinae;Clausiliini;https://taxref.mnhn.fr/taxref-web/taxa/163068;https://inpn.mnhn.fr/espece/cd_nom/163068;163068;163068;3
Stylommatophora;Animalia;Gastropoda;Pristilomatidae;4562692;Mollusques;Gastéropodes;Blebleble;Vitrea crystallina (O.F. Müller, 1774);Vitrea crystallina (O.F. Müller, 1774);Cristalline commune;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/163103;https://inpn.mnhn.fr/espece/cd_nom/163103;163103;163103;3
Stylommatophora;Animalia;Gastropoda;Arionidae;2294097;Mollusques;Gastéropodes;Blebleble;Arion intermedius Normand, 1852;Arion intermedius Normand, 1852;Loche hérisson;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64182;https://inpn.mnhn.fr/espece/cd_nom/64182;64182;64182;3
Stylommatophora;Animalia;Gastropoda;Cochlicopidae;2295977;Mollusques;Gastéropodes;Blebleble;Cochlicopa lubrica (O.F. Müller, 1774);Cochlicopa lubrica (O.F. Müller, 1774);Brillante commune;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64156;https://inpn.mnhn.fr/espece/cd_nom/64156;64156;64156;3
Stylommatophora;Animalia;Gastropoda;Limacidae;5781247;Mollusques;Gastéropodes;Blebleble;Lehmannia marginata (O.F. Müller, 1774);Lehmannia marginata (O.F. Müller, 1774);Limace des bois;Stylommatophora;Mollusca;ES;Animalia;Limacinae;;https://taxref.mnhn.fr/taxref-web/taxa/163195;https://inpn.mnhn.fr/espece/cd_nom/163195;163195;163195;3
Littorinimorpha;Animalia;Gastropoda;Pomatiidae;5777888;Mollusques;Gastéropodes;Blebleble;Pomatias elegans (O.F. Müller, 1774);Pomatias elegans (O.F. Müller, 1774);Élégante striée;Littorinimorpha;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/62032;https://inpn.mnhn.fr/espece/cd_nom/62032;62032;62032;3
Stylommatophora;Animalia;Gastropoda;Discidae;8289342;Mollusques;Gastéropodes;Blebleble;Discus rotundatus rotundatus (O.F. Müller, 1774);Gonyodiscus rotundatus rotundatus (O.F. Müller, 1774);Bouton commun;Stylommatophora;Mollusca;SSES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/163098;https://inpn.mnhn.fr/espece/cd_nom/163098;163098;1044195;3
Stylommatophora;Animalia;Gastropoda;Gastrodontidae;2295422;Mollusques;Gastéropodes;Blebleble;Zonitoides nitidus (O.F. Müller, 1774);Zonitoides nitidus (O.F. Müller, 1774);Luisantine des marais;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64201;https://inpn.mnhn.fr/espece/cd_nom/64201;64201;64201;3
Sphaeriida;Animalia;Bivalvia;Sphaeriidae;2286709;Mollusques;Bivalves;Blebleble;Sphaerium corneum (Linnaeus, 1758);Sphaerium corneum (Linnaeus, 1758);Cyclade commune;Sphaeriida;Mollusca;ES;Animalia;Sphaeriinae;;https://taxref.mnhn.fr/taxref-web/taxa/64646;https://inpn.mnhn.fr/espece/cd_nom/64646;64646;64646;2
Stylommatophora;Animalia;Gastropoda;Succineidae;6098953;Mollusques;Gastéropodes;Blebleble;Oxyloma elegans (Risso, 1826);Oxyloma elegans (Risso, 1826);Ambrette élégante;Stylommatophora;Mollusca;ES;Animalia;Oxylomatinae;;https://taxref.mnhn.fr/taxref-web/taxa/199882;https://inpn.mnhn.fr/espece/cd_nom/199882;199882;199882;3
Stylommatophora;Animalia;Gastropoda;Valloniidae;4567456;Mollusques;Gastéropodes;Blebleble;Vallonia enniensis (Gredler, 1856);Vallonia enniensis (Gredler, 1856);Vallonie des marais;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/162960;https://inpn.mnhn.fr/espece/cd_nom/162960;162960;162960;3
Stylommatophora;Animalia;Gastropoda;Punctidae;4568278;Mollusques;Gastéropodes;Blebleble;Punctum pygmaeum (Draparnaud, 1801);Punctum pygmaeum (Draparnaud, 1801);Escargotin minuscule;Stylommatophora;Mollusca;ES;Animalia;Punctinae;;https://taxref.mnhn.fr/taxref-web/taxa/163093;https://inpn.mnhn.fr/espece/cd_nom/163093;163093;163093;3
Stylommatophora;Animalia;Gastropoda;Geomitridae;4565061;Mollusques;Gastéropodes;Blebleble;Cernuella neglecta (Draparnaud, 1805);Cernuella neglecta (Draparnaud, 1805);Caragouille élargie;Stylommatophora;Mollusca;ES;Animalia;Helicellinae;Cernuellini;https://taxref.mnhn.fr/taxref-web/taxa/163321;https://inpn.mnhn.fr/espece/cd_nom/163321;163321;163321;3
Stylommatophora;Animalia;Gastropoda;Valloniidae;2296011;Mollusques;Gastéropodes;Blebleble;Vallonia costata (O.F. Müller, 1774);Vallonia costata (O.F. Müller, 1774);Vallonie costulée;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64144;https://inpn.mnhn.fr/espece/cd_nom/64144;64144;64144;3
Stylommatophora;Animalia;Gastropoda;Arionidae;2294099;Mollusques;Gastéropodes;Blebleble;Arion subfuscus (Draparnaud, 1805);Arion subfuscus (Draparnaud, 1805);Loche roussâtre;Stylommatophora;Mollusca;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/64187;https://inpn.mnhn.fr/espece/cd_nom/64187;64187;64187;3
Stylommatophora;Animalia;Gastropoda;Vertiginidae;4567237;Mollusques;Gastéropodes;Blebleble;Vertigo antivertigo (Draparnaud, 1801);Vertigo antivertigo (Draparnaud, 1801);Vertigo des marais;Stylommatophora;Mollusca;ES;Animalia;Vertigininae;;https://taxref.mnhn.fr/taxref-web/taxa/163017;https://inpn.mnhn.fr/espece/cd_nom/163017;163017;163017;3
Stylommatophora;Animalia;Gastropoda;Helicidae;2294280;Mollusques;Gastéropodes;Blebleble;Cepaea nemoralis (Linnaeus, 1758);Cepaea nemoralis (Linnaeus, 1758);Escargot des haies;Stylommatophora;Mollusca;ES;Animalia;Helicinae;Allognathini;https://taxref.mnhn.fr/taxref-web/taxa/64248;https://inpn.mnhn.fr/espece/cd_nom/64248;64248;64248;3
